time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT
2.455,-1.1836,-7.6729,0.4477,-8.5007,0.0365,33.3745
2.4567,-1.1609,-7.6839,0.4046,-8.2699,0.0359,31.0669
2.4583,-1.1364,-7.644,0.3633,-8.0198,0.0386,28.8216
2.46,-1.1102,-7.5533,0.3242,-7.7495,0.0444,26.6409
2.4617,-1.0825,-7.4126,0.2873,-7.4582,0.0531,24.5272
2.4633,-1.0534,-7.2232,0.2528,-7.146,0.0645,22.4833
2.465,-1.0232,-6.9873,0.2208,-6.8132,0.0782,20.5119
2.4667,-0.9919,-6.7074,0.1915,-6.4606,0.0939,18.616
2.4683,-0.9598,-6.3868,0.1648,-6.0896,0.1113,16.7984
2.47,-0.9272,-6.0295,0.1409,-5.7018,0.13,15.0623
2.4717,-0.8943,-5.6399,0.1198,-5.2995,0.1498,13.4105
2.4733,-0.8614,-5.2229,0.1015,-4.8853,0.1703,11.8457
2.475,-0.8286,-4.7836,0.0859,-4.4622,0.1912,10.3704
2.4767,-0.7962,-4.3277,0.073,-4.0333,0.2122,8.9869
2.4783,-0.7645,-3.8608,0.0627,-3.6022,0.2332,7.697
2.48,-0.7335,-3.3887,0.0548,-3.1725,0.2538,6.502
2.4817,-0.7036,-2.9172,0.0492,-2.748,0.2741,5.4027
2.4833,-0.6748,-2.4517,0.0457,-2.3321,0.2937,4.3992
2.485,-0.6474,-1.9974,0.0441,-1.9286,0.3127,3.4911
2.4867,-0.6214,-1.5593,0.0443,-1.5408,0.3308,2.6772
2.4883,-0.597,-1.1416,0.046,-1.1718,0.3481,1.9557
2.49,-0.5742,-0.7482,0.049,-0.8242,0.3644,1.324
2.4917,-0.5531,-0.3823,0.053,-0.5004,0.3798,0.7789
2.4933,-0.5338,-0.0464,0.058,-0.2022,0.3941,0.3165
2.495,-0.5163,0.2574,0.0635,0.0689,0.4073,-0.0676
2.4967,-0.5006,0.5281,0.0695,0.3121,0.4193,-0.3783
2.4983,-0.4867,0.7648,0.0758,0.527,0.4302,-0.6209
2.5,-0.4746,0.9677,0.0822,0.7137,0.4398,-0.8012
2.5017,-0.4643,1.1372,0.0885,0.8727,0.4482,-0.9251
2.5033,-0.4556,1.2744,0.0946,1.0049,0.4553,-0.9987
2.505,-0.4486,1.3809,0.1006,1.1114,0.461,-1.0282
2.5067,-0.4432,1.4585,0.1061,1.1939,0.4653,-1.0197
2.5083,-0.4393,1.5095,0.1113,1.254,0.4682,-0.9793
2.51,-0.4367,1.5364,0.1161,1.2936,0.4696,-0.9129
2.5117,-0.4356,1.5417,0.1204,1.3147,0.4695,-0.8261
2.5133,-0.4356,1.5283,0.1243,1.3194,0.4678,-0.7243
2.515,-0.4369,1.4989,0.1278,1.3097,0.4645,-0.6125
2.5167,-0.4391,1.4564,0.131,1.2876,0.4595,-0.4952
2.5183,-0.4424,1.4035,0.1337,1.2552,0.4529,-0.3765
2.52,-0.4464,1.3427,0.1361,1.2143,0.4445,-0.2602
2.5217,-0.4512,1.2765,0.1383,1.1668,0.4343,-0.1493
2.5233,-0.4565,1.2073,0.1402,1.1144,0.4224,-0.0466
2.525,-0.4622,1.137,0.1419,1.0585,0.4088,0.0459
2.5267,-0.4681,1.0676,0.1435,1.0007,0.3936,0.1264
2.5283,-0.474,1.0006,0.1449,0.9421,0.3767,0.1939
2.53,-0.4798,0.9374,0.1462,0.884,0.3584,0.2477
2.5317,-0.4853,0.879,0.1474,0.8271,0.3388,0.2873
2.5333,-0.4903,0.8264,0.1485,0.7723,0.318,0.3131
2.535,-0.4946,0.7802,0.1496,0.7202,0.2962,0.3252
2.5367,-0.4981,0.7407,0.1507,0.6713,0.2737,0.3246
2.5383,-0.5006,0.7082,0.1517,0.626,0.2508,0.3122
2.54,-0.502,0.6827,0.1526,0.5844,0.2276,0.2891
2.5417,-0.5023,0.6641,0.1534,0.5467,0.2045,0.2567
2.5433,-0.5013,0.6521,0.154,0.5129,0.1818,0.2164
2.545,-0.4991,0.6462,0.1545,0.4831,0.1598,0.1696
2.5467,-0.4956,0.6461,0.1547,0.4572,0.1388,0.1179
2.5483,-0.4911,0.6511,0.1546,0.435,0.119,0.0627
2.55,-0.4854,0.6606,0.1542,0.4165,0.1008,0.0055
2.5517,-0.4789,0.674,0.1533,0.4016,0.0844,-0.0524
2.5533,-0.4715,0.6906,0.152,0.39,0.0701,-0.1097
2.555,-0.4636,0.7097,0.1502,0.3816,0.0579,-0.1653
2.5567,-0.4553,0.7308,0.1478,0.3763,0.0482,-0.2182
2.5583,-0.4469,0.7531,0.1449,0.3737,0.041,-0.2676
2.56,-0.4386,0.7761,0.1414,0.3739,0.0364,-0.3126
2.5617,-0.4305,0.7992,0.1374,0.3764,0.0345,-0.3529
2.5633,-0.4231,0.822,0.1327,0.3812,0.0353,-0.3878
2.565,-0.4164,0.844,0.1276,0.3879,0.0388,-0.4173
2.5667,-0.4106,0.8647,0.1219,0.3965,0.0448,-0.4411
2.5683,-0.406,0.884,0.1159,0.4065,0.0532,-0.4592
2.57,-0.4027,0.9015,0.1095,0.4179,0.0639,-0.4717
2.5717,-0.4009,0.917,0.1028,0.4303,0.0767,-0.4788
2.5733,-0.4005,0.9303,0.0959,0.4435,0.0913,-0.4809
2.575,-0.4018,0.9414,0.089,0.4574,0.1074,-0.4782
2.5767,-0.4046,0.9501,0.082,0.4716,0.1249,-0.4713
2.5783,-0.409,0.9564,0.0752,0.486,0.1434,-0.4605
2.58,-0.415,0.9605,0.0685,0.5003,0.1625,-0.4464
2.5817,-0.4224,0.9623,0.0621,0.5144,0.1821,-0.4295
2.5833,-0.4311,0.962,0.056,0.528,0.2018,-0.4104
2.585,-0.441,0.9596,0.0503,0.541,0.2213,-0.3897
2.5867,-0.4519,0.9554,0.045,0.5532,0.2404,-0.3678
2.5883,-0.4637,0.9495,0.0401,0.5644,0.2588,-0.3453
2.59,-0.476,0.9421,0.0357,0.5745,0.2763,-0.3227
2.5917,-0.4888,0.9334,0.0317,0.5834,0.2928,-0.3004
2.5933,-0.5017,0.9235,0.0281,0.5909,0.3081,-0.2788
2.595,-0.5146,0.9128,0.0248,0.5969,0.3221,-0.2582
2.5967,-0.5273,0.9014,0.0219,0.6015,0.3348,-0.2391
2.5983,-0.5395,0.8896,0.0191,0.6044,0.3461,-0.2215
2.6,-0.5511,0.8775,0.0166,0.6057,0.3562,-0.2058
2.6017,-0.562,0.8654,0.0142,0.6055,0.3649,-0.1921
2.6033,-0.5719,0.8535,0.0119,0.6037,0.3725,-0.1805
2.605,-0.5807,0.842,0.0096,0.6003,0.379,-0.171
2.6067,-0.5884,0.831,0.0073,0.5955,0.3846,-0.1637
2.6083,-0.5948,0.8206,0.005,0.5894,0.3893,-0.1587
2.61,-0.5999,0.8112,0.0027,0.5821,0.3934,-0.1558
2.6117,-0.6037,0.8026,0.0003,0.5736,0.3968,-0.155
2.6133,-0.6061,0.7952,-0.0021,0.5642,0.3998,-0.1562
2.615,-0.6071,0.7888,-0.0045,0.554,0.4023,-0.1593
2.6167,-0.6067,0.7837,-0.0068,0.5431,0.4045,-0.1642
2.6183,-0.6051,0.7799,-0.009,0.5317,0.4064,-0.1707
2.62,-0.6022,0.7773,-0.0111,0.5201,0.4081,-0.1786
2.6217,-0.5981,0.7759,-0.013,0.5084,0.4094,-0.1877
2.6233,-0.593,0.7759,-0.0147,0.4967,0.4105,-0.1979
2.625,-0.587,0.777,-0.016,0.4854,0.4113,-0.2089
2.6267,-0.5802,0.7793,-0.017,0.4745,0.4118,-0.2204
2.6283,-0.5728,0.7827,-0.0176,0.4642,0.412,-0.2323
2.63,-0.5649,0.7871,-0.0177,0.4548,0.4118,-0.2442
2.6317,-0.5567,0.7925,-0.0173,0.4463,0.4112,-0.256
2.6333,-0.5484,0.7986,-0.0164,0.4389,0.4102,-0.2674
2.635,-0.54,0.8055,-0.0149,0.4327,0.4087,-0.2782
2.6367,-0.5319,0.813,-0.0128,0.4277,0.4066,-0.2881
2.6383,-0.5241,0.8209,-0.0101,0.4239,0.404,-0.2971
2.64,-0.5169,0.8291,-0.0068,0.4215,0.4008,-0.3048
2.6417,-0.5104,0.8375,-0.0027,0.4202,0.3969,-0.3113
2.6433,-0.5047,0.8461,0.002,0.4201,0.3923,-0.3163
2.645,-0.5,0.8545,0.0073,0.4211,0.387,-0.3198
2.6467,-0.4963,0.8629,0.0133,0.4231,0.381,-0.3219
2.6483,-0.4938,0.8709,0.0199,0.4259,0.3742,-0.3224
2.65,-0.4926,0.8786,0.027,0.4294,0.3667,-0.3215
2.6517,-0.4926,0.8859,0.0345,0.4334,0.3585,-0.3192
2.6533,-0.494,0.8927,0.0424,0.4378,0.3496,-0.3157
2.655,-0.4967,0.899,0.0505,0.4426,0.3403,-0.3111
2.6567,-0.5007,0.9047,0.0588,0.4475,0.3306,-0.3055
2.6583,-0.506,0.9098,0.067,0.4524,0.3207,-0.299
2.66,-0.5125,0.9143,0.0751,0.4572,0.3106,-0.292
2.6617,-0.52,0.9181,0.0829,0.4618,0.3006,-0.2845
2.6633,-0.5286,0.9214,0.0903,0.4663,0.291,-0.2767
2.665,-0.5379,0.9241,0.0971,0.4704,0.2817,-0.2689
2.6667,-0.5478,0.9262,0.1033,0.4741,0.2731,-0.2611
2.6683,-0.5582,0.9279,0.1087,0.4775,0.2653,-0.2536
2.67,-0.5689,0.929,0.1132,0.4805,0.2585,-0.2464
2.6717,-0.5797,0.9296,0.1168,0.483,0.2527,-0.2397
2.6733,-0.5903,0.9298,0.1193,0.4851,0.248,-0.2335
2.675,-0.6007,0.9296,0.1207,0.4868,0.2446,-0.2279
2.6767,-0.6106,0.9289,0.121,0.4881,0.2425,-0.2229
2.6783,-0.6199,0.9279,0.1201,0.489,0.2416,-0.2185
2.68,-0.6283,0.9265,0.1181,0.4896,0.2419,-0.2147
2.6817,-0.6359,0.9247,0.1149,0.4899,0.2433,-0.2113
2.6833,-0.6424,0.9226,0.1106,0.49,0.2458,-0.2084
2.685,-0.6479,0.9202,0.1052,0.4898,0.2492,-0.2058
2.6867,-0.6522,0.9174,0.0988,0.4895,0.2534,-0.2035
2.6883,-0.6553,0.9143,0.0914,0.4891,0.258,-0.2012
2.69,-0.6572,0.9109,0.0831,0.4887,0.2631,-0.1989
2.6917,-0.6579,0.9073,0.0741,0.4884,0.2683,-0.1965
2.6933,-0.6574,0.9035,0.0643,0.4881,0.2734,-0.1938
2.695,-0.6558,0.8995,0.0539,0.488,0.2783,-0.1907
2.6967,-0.6531,0.8955,0.043,0.488,0.2827,-0.1872
2.6983,-0.6494,0.8915,0.0318,0.4883,0.2866,-0.1832
2.7,-0.6448,0.8875,0.0202,0.4889,0.2897,-0.1786
2.7017,-0.6394,0.8837,0.0085,0.4898,0.2921,-0.1735
2.7033,-0.6332,0.88,-0.0032,0.491,0.2936,-0.1677
2.705,-0.6264,0.8766,-0.0149,0.4926,0.2943,-0.1613
2.7067,-0.619,0.8735,-0.0264,0.4944,0.2942,-0.1543
2.7083,-0.6111,0.8708,-0.0376,0.4966,0.2935,-0.1468
2.71,-0.6028,0.8684,-0.0483,0.4991,0.2922,-0.1389
2.7117,-0.5941,0.8664,-0.0586,0.5018,0.2906,-0.1306
2.7133,-0.5852,0.8647,-0.0683,0.5047,0.2888,-0.122
2.715,-0.576,0.8634,-0.0773,0.5078,0.2871,-0.1132
2.7167,-0.5666,0.8625,-0.0855,0.5109,0.2856,-0.1045
2.7183,-0.5571,0.8618,-0.0929,0.5142,0.2846,-0.0958
2.72,-0.5475,0.8615,-0.0995,0.5174,0.2842,-0.0874
2.7217,-0.538,0.8613,-0.1052,0.5205,0.2846,-0.0793
2.7233,-0.5284,0.8613,-0.11,0.5234,0.286,-0.0718
2.725,-0.519,0.8614,-0.1138,0.5262,0.2885,-0.0651
2.7267,-0.5097,0.8616,-0.1168,0.5287,0.2921,-0.0591
2.7283,-0.5006,0.8618,-0.1189,0.531,0.2968,-0.0542
2.73,-0.4917,0.862,-0.1202,0.5329,0.3026,-0.0503
2.7317,-0.483,0.8621,-0.1206,0.5345,0.3096,-0.0476
2.7333,-0.4747,0.8621,-0.1203,0.5358,0.3175,-0.0462
2.735,-0.4667,0.862,-0.1193,0.5368,0.3264,-0.0462
2.7367,-0.4591,0.8617,-0.1176,0.5376,0.336,-0.0475
2.7383,-0.4519,0.8612,-0.1154,0.5381,0.3463,-0.0502
2.74,-0.445,0.8605,-0.1126,0.5384,0.3572,-0.0543
2.7417,-0.4386,0.8595,-0.1092,0.5385,0.3685,-0.0597
2.7433,-0.4325,0.8583,-0.1055,0.5386,0.3801,-0.0662
2.745,-0.4269,0.8569,-0.1013,0.5387,0.3918,-0.0738
2.7467,-0.4216,0.8552,-0.0968,0.5387,0.4036,-0.0824
2.7483,-0.4168,0.8532,-0.0919,0.5388,0.4154,-0.0917
2.75,-0.4123,0.8509,-0.0867,0.539,0.4271,-0.1015
2.7517,-0.4082,0.8484,-0.0812,0.5392,0.4385,-0.1118
2.7533,-0.4044,0.8456,-0.0755,0.5396,0.4498,-0.1221
2.755,-0.401,0.8425,-0.0696,0.54,0.4607,-0.1324
2.7567,-0.398,0.8392,-0.0635,0.5406,0.4712,-0.1424
2.7583,-0.3953,0.8356,-0.0573,0.5413,0.4812,-0.1518
2.76,-0.3929,0.8318,-0.0509,0.542,0.4908,-0.1606
2.7617,-0.3909,0.8278,-0.0445,0.5427,0.4999,-0.1684
2.7633,-0.3892,0.8235,-0.0381,0.5435,0.5083,-0.1751
2.765,-0.3879,0.8191,-0.0317,0.5442,0.5161,-0.1807
2.7667,-0.3868,0.8146,-0.0254,0.5449,0.5233,-0.1848
2.7683,-0.3861,0.8099,-0.0193,0.5455,0.5297,-0.1876
2.77,-0.3856,0.8052,-0.0133,0.546,0.5354,-0.1889
2.7717,-0.3854,0.8005,-0.0075,0.5463,0.5403,-0.1887
2.7733,-0.3854,0.7958,-0.0019,0.5465,0.5445,-0.1871
2.775,-0.3856,0.7912,0.0033,0.5465,0.5479,-0.1841
2.7767,-0.386,0.7868,0.0083,0.5464,0.5507,-0.1798
2.7783,-0.3866,0.7826,0.0129,0.5461,0.5528,-0.1744
2.78,-0.3873,0.7786,0.0172,0.5457,0.5543,-0.1679
2.7817,-0.3881,0.775,0.0212,0.5451,0.5553,-0.1606
2.7833,-0.389,0.7717,0.0248,0.5445,0.5559,-0.1527
2.785,-0.3899,0.7689,0.0282,0.5438,0.5561,-0.1443
2.7867,-0.3909,0.7665,0.0313,0.543,0.556,-0.1357
2.7883,-0.392,0.7646,0.0342,0.5423,0.5559,-0.127
2.79,-0.393,0.7632,0.0368,0.5417,0.5557,-0.1185
2.7917,-0.3941,0.7624,0.0394,0.5412,0.5555,-0.1103
2.7933,-0.3952,0.7621,0.0418,0.5409,0.5554,-0.1026
2.795,-0.3964,0.7623,0.0442,0.5409,0.5556,-0.0955
2.7967,-0.3975,0.763,0.0466,0.5412,0.5559,-0.0891
2.7983,-0.3987,0.7642,0.0491,0.542,0.5566,-0.0835
2.8,-0.3998,0.7659,0.0517,0.5432,0.5576,-0.0786
2.8017,-0.401,0.768,0.0544,0.5449,0.5589,-0.0746
2.8033,-0.4022,0.7705,0.0573,0.5472,0.5604,-0.0714
2.805,-0.4033,0.7734,0.0605,0.5502,0.5622,-0.069
2.8067,-0.4045,0.7766,0.0638,0.5539,0.5642,-0.0672
2.8083,-0.4056,0.7801,0.0674,0.5584,0.5663,-0.0659
2.81,-0.4068,0.7838,0.0711,0.5636,0.5685,-0.0651
2.8117,-0.4079,0.7878,0.0751,0.5696,0.5706,-0.0646
2.8133,-0.4089,0.792,0.0793,0.5764,0.5726,-0.0642
2.815,-0.4099,0.7963,0.0836,0.584,0.5744,-0.064
2.8167,-0.4108,0.8007,0.088,0.5924,0.5759,-0.0637
2.8183,-0.4117,0.8052,0.0924,0.6014,0.577,-0.0632
2.82,-0.4125,0.8097,0.0967,0.6111,0.5775,-0.0624
2.8217,-0.4132,0.8142,0.101,0.6214,0.5775,-0.0613
2.8233,-0.4137,0.8185,0.105,0.6322,0.5769,-0.0598
2.825,-0.4141,0.8228,0.1089,0.6434,0.5755,-0.0578
2.8267,-0.4144,0.8269,0.1123,0.6549,0.5733,-0.0554
2.8283,-0.4144,0.8308,0.1155,0.6665,0.5702,-0.0524
2.83,-0.4141,0.8344,0.1181,0.6782,0.5662,-0.0491
2.8317,-0.4137,0.8377,0.1203,0.6898,0.5613,-0.0454
2.8333,-0.4129,0.8407,0.1219,0.7011,0.5554,-0.0413
2.835,-0.4118,0.8432,0.123,0.712,0.5484,-0.0369
2.8367,-0.4104,0.8454,0.1235,0.7224,0.5404,-0.0324
2.8383,-0.4086,0.847,0.1235,0.7322,0.5314,-0.0278
2.84,-0.4065,0.8481,0.123,0.7412,0.5213,-0.0232
2.8417,-0.404,0.8487,0.1219,0.7493,0.51,-0.0187
2.8433,-0.4013,0.8488,0.1205,0.7564,0.4978,-0.0144
2.845,-0.3982,0.8482,0.1186,0.7625,0.4845,-0.0103
2.8467,-0.3949,0.847,0.1164,0.7674,0.4702,-0.0066
2.8483,-0.3913,0.8452,0.1139,0.7712,0.455,-0.0033
2.85,-0.3876,0.8428,0.1111,0.7737,0.4389,-0.0004
2.8517,-0.3838,0.8398,0.1083,0.775,0.422,0.0019
2.8533,-0.3799,0.8362,0.1053,0.7752,0.4045,0.0037
2.855,-0.376,0.832,0.1023,0.7741,0.3864,0.0049
2.8567,-0.3722,0.8273,0.0993,0.7719,0.368,0.0055
2.8583,-0.3687,0.8221,0.0963,0.7686,0.3492,0.0056
2.86,-0.3653,0.8165,0.0934,0.7643,0.3304,0.005
2.8617,-0.3623,0.8106,0.0905,0.7591,0.3116,0.0039
2.8633,-0.3596,0.8044,0.0878,0.7531,0.293,0.0022
2.865,-0.3574,0.798,0.0851,0.7464,0.2747,0
2.8667,-0.3556,0.7916,0.0825,0.7391,0.2568,-0.0028
2.8683,-0.3544,0.7853,0.08,0.7314,0.2396,-0.006
2.87,-0.3536,0.7791,0.0775,0.7233,0.2231,-0.0098
2.8717,-0.3534,0.7732,0.075,0.7151,0.2074,-0.0139
2.8733,-0.3537,0.7677,0.0726,0.7069,0.1926,-0.0185
2.875,-0.3544,0.7628,0.0703,0.6987,0.1788,-0.0235
2.8767,-0.3557,0.7586,0.0679,0.6908,0.1662,-0.0289
2.8783,-0.3573,0.7551,0.0656,0.6832,0.1549,-0.0346
2.88,-0.3592,0.7524,0.0633,0.676,0.1448,-0.0405
2.8817,-0.3614,0.7507,0.061,0.6694,0.1362,-0.0467
2.8833,-0.3637,0.7501,0.0587,0.6635,0.1291,-0.0529
2.885,-0.3661,0.7505,0.0565,0.6583,0.1235,-0.0593
2.8867,-0.3686,0.752,0.0544,0.654,0.1196,-0.0656
2.8883,-0.371,0.7546,0.0524,0.6505,0.1173,-0.0718
2.89,-0.3733,0.7582,0.0504,0.648,0.1168,-0.0778
2.8917,-0.3753,0.7628,0.0485,0.6464,0.118,-0.0834
2.8933,-0.3772,0.7683,0.0468,0.6458,0.121,-0.0886
2.895,-0.3788,0.7746,0.0452,0.6461,0.1257,-0.0933
2.8967,-0.3801,0.7816,0.0438,0.6475,0.1321,-0.0974
2.8983,-0.3812,0.7891,0.0426,0.6497,0.1402,-0.1007
2.9,-0.382,0.7969,0.0416,0.6528,0.1499,-0.1033
2.9017,-0.3826,0.8049,0.0407,0.6567,0.1611,-0.1051
2.9033,-0.383,0.8127,0.0401,0.6613,0.1737,-0.1062
2.905,-0.3834,0.8204,0.0396,0.6666,0.1876,-0.1064
2.9067,-0.3838,0.8275,0.0394,0.6725,0.2026,-0.106
2.9083,-0.3842,0.8341,0.0394,0.6789,0.2186,-0.1049
2.91,-0.3847,0.8397,0.0396,0.6857,0.2354,-0.1032
2.9117,-0.3855,0.8443,0.0399,0.6928,0.2528,-0.1012
2.9133,-0.3865,0.8477,0.0404,0.7,0.2707,-0.0989
2.915,-0.3879,0.8497,0.0411,0.7073,0.2888,-0.0965
2.9167,-0.3897,0.8503,0.0419,0.7146,0.3069,-0.0942
2.9183,-0.3919,0.8493,0.0427,0.7218,0.3247,-0.0923
2.92,-0.3946,0.8467,0.0435,0.7287,0.342,-0.091
