time,R-AP,L-AP,R-ML,L-ML,R-VT,L-VT
4.9283,0.8551,17.3038,-3.9779,-61.6048,0.646,547.8646
4.93,0.8456,17.3874,-3.9733,-61.4914,0.6501,547.7665
4.9317,0.8343,17.4754,-3.9668,-61.3852,0.6532,547.7142
4.9333,0.8215,17.5679,-3.9591,-61.2864,0.6551,547.7079
4.935,0.8075,17.6655,-3.9506,-61.1952,0.6557,547.7479
4.9367,0.7927,17.7684,-3.9421,-61.112,0.6546,547.8337
4.9383,0.7775,17.8773,-3.9341,-61.0369,0.6519,547.965
4.94,0.7624,17.9928,-3.9273,-60.9702,0.6473,548.1409
4.9417,0.7477,18.1154,-3.9223,-60.912,0.6408,548.3605
4.9433,0.7338,18.2461,-3.9196,-60.8625,0.6324,548.6224
4.945,0.721,18.3855,-3.9196,-60.8216,0.6222,548.9252
4.9467,0.7097,18.5344,-3.9225,-60.7895,0.6102,549.2671
4.9483,0.7,18.6938,-3.9284,-60.766,0.5968,549.6464
4.95,0.692,18.8644,-3.9373,-60.751,0.582,550.0612
4.9517,0.6858,19.047,-3.949,-60.7445,0.5663,550.5092
4.9533,0.6815,19.2423,-3.9631,-60.7461,0.55,550.9885
4.955,0.679,19.4508,-3.9791,-60.7556,0.5335,551.4968
4.9567,0.6782,19.6731,-3.9965,-60.7726,0.5173,552.0319
4.9583,0.6791,19.9095,-4.0146,-60.7969,0.5019,552.5916
4.96,0.6814,20.16,-4.0327,-60.8281,0.4876,553.1738
4.9617,0.6852,20.4246,-4.0503,-60.8657,0.4749,553.7766
4.9633,0.69,20.7031,-4.0666,-60.9094,0.4642,554.3978
4.965,0.6959,20.9948,-4.0811,-60.9588,0.4557,555.0356
4.9667,0.7026,21.299,-4.0935,-61.0135,0.4497,555.6883
4.9683,0.7099,21.6147,-4.1033,-61.0732,0.4462,556.3543
4.97,0.7177,21.9406,-4.1103,-61.1375,0.4452,557.032
4.9717,0.7258,22.2752,-4.1146,-61.2064,0.4465,557.7203
4.9733,0.734,22.6169,-4.1161,-61.2797,0.4499,558.4177
4.975,0.7423,22.9637,-4.115,-61.3573,0.455,559.123
4.9767,0.7504,23.3137,-4.1117,-61.4391,0.4613,559.8354
4.9783,0.7582,23.6647,-4.1065,-61.5254,0.4684,560.5538
4.98,0.7658,24.0145,-4.0997,-61.6162,0.4758,561.2772
4.9817,0.773,24.3608,-4.092,-61.7115,0.4829,562.0046
4.9833,0.7799,24.7016,-4.0836,-61.8118,0.4893,562.7352
4.985,0.7863,25.0346,-4.0751,-61.917,0.4946,563.4681
4.9867,0.7923,25.3579,-4.0669,-62.0273,0.4987,564.2023
4.9883,0.7979,25.6697,-4.0592,-62.143,0.5013,564.9366
4.99,0.8031,25.9686,-4.0523,-62.2641,0.5023,565.6701
4.9917,0.8078,26.2532,-4.0463,-62.3906,0.5018,566.4014
4.9933,0.812,26.5228,-4.0414,-62.5227,0.4999,567.1291
4.995,0.8157,26.7768,-4.0375,-62.6603,0.4969,567.8519
4.9967,0.8188,27.0152,-4.0344,-62.8033,0.493,568.568
4.9983,0.8212,27.2384,-4.0321,-62.9516,0.4885,569.2758
5,0.8229,27.4472,-4.0303,-63.1049,0.4838,569.9735
5.0017,0.8236,27.643,-4.0287,-63.263,0.4792,570.6591
5.0033,0.8232,27.8274,-4.0272,-63.4257,0.4752,571.3306
5.005,0.8216,28.0028,-4.0253,-63.5925,0.4719,571.986
5.0067,0.8188,28.1718,-4.0231,-63.7631,0.4698,572.623
5.0083,0.8145,28.3374,-4.0202,-63.9371,0.4691,573.2399
5.01,0.8086,28.5029,-4.0168,-64.114,0.47,573.8344
5.0117,0.8011,28.6719,-4.0127,-64.2934,0.4726,574.4046
5.0133,0.792,28.8482,-4.0081,-64.4748,0.477,574.9486
5.015,0.7811,29.0355,-4.0032,-64.6578,0.4831,575.4648
5.0167,0.7684,29.2378,-3.9982,-64.8419,0.4907,575.9516
5.0183,0.7541,29.459,-3.9933,-65.0267,0.4996,576.4077
5.02,0.7381,29.7026,-3.9888,-65.2118,0.5095,576.8318
5.0217,0.7205,29.972,-3.9851,-65.3967,0.5198,577.2232
5.0233,0.7015,30.2703,-3.9824,-65.5812,0.53,577.5812
5.025,0.6811,30.5999,-3.9809,-65.7649,0.5396,577.9053
5.0267,0.6595,30.963,-3.981,-65.9475,0.5479,578.1955
5.0283,0.6369,31.3608,-3.9827,-66.1287,0.5544,578.4518
5.03,0.6134,31.7942,-3.9862,-66.3082,0.5584,578.6748
5.0317,0.5893,32.2629,-3.9915,-66.4856,0.5596,578.8648
5.0333,0.5648,32.7663,-3.9984,-66.6608,0.5575,579.0227
5.035,0.5402,33.3028,-4.0069,-66.8334,0.5518,579.1494
5.0367,0.5157,33.8699,-4.0168,-67.003,0.5424,579.246
5.0383,0.4919,34.4647,-4.0278,-67.1693,0.5291,579.3137
5.04,0.4689,35.0835,-4.0396,-67.3318,0.5122,579.3536
5.0417,0.4473,35.7218,-4.0518,-67.49,0.4917,579.367
5.0433,0.4275,36.375,-4.0643,-67.6435,0.468,579.355
5.045,0.4099,37.0378,-4.0766,-67.7917,0.4414,579.3189
5.0467,0.3952,37.7049,-4.0884,-67.934,0.4126,579.2595
5.0483,0.3836,38.3706,-4.0995,-68.0697,0.3821,579.1778
5.05,0.376,39.0295,-4.1096,-68.1982,0.3506,579.0745
5.0517,0.3726,39.6759,-4.1187,-68.3188,0.3187,578.9499
5.0533,0.3742,40.3046,-4.1267,-68.431,0.2874,578.8044
5.055,0.3811,40.9107,-4.1335,-68.534,0.2573,578.6379
5.0567,0.3939,41.4896,-4.1392,-68.6274,0.2295,578.4503
5.0583,0.4131,42.0372,-4.1437,-68.7105,0.2049,578.2409
5.06,0.4389,42.5499,-4.1473,-68.7831,0.1844,578.0091
5.0617,0.4718,43.0247,-4.1499,-68.8447,0.1689,577.7538
5.0633,0.5119,43.4593,-4.1516,-68.8951,0.1595,577.4737
5.065,0.5591,43.8518,-4.1526,-68.9343,0.157,577.1673
5.0667,0.6135,44.2012,-4.1529,-68.9623,0.1623,576.8329
5.0683,0.6748,44.507,-4.1524,-68.9792,0.1761,576.4686
5.07,0.7424,44.7691,-4.1512,-68.9854,0.199,576.0723
5.0717,0.8156,44.9881,-4.1492,-68.9812,0.2315,575.6418
5.0733,0.8936,45.165,-4.1464,-68.9673,0.2737,575.1749
5.075,0.975,45.3012,-4.1427,-68.9443,0.3256,574.669
5.0767,1.0584,45.3985,-4.1378,-68.9128,0.3871,574.1219
5.0783,1.1423,45.4589,-4.1318,-68.8737,0.4573,573.5311
5.08,1.2246,45.4847,-4.1245,-68.8276,0.5355,572.8942
5.0817,1.3032,45.4781,-4.1158,-68.7755,0.6205,572.2092
5.0833,1.3759,45.4416,-4.1058,-68.718,0.7106,571.4738
5.085,1.4403,45.3777,-4.0944,-68.6558,0.804,570.6861
5.0867,1.4937,45.2889,-4.0818,-68.5897,0.8985,569.8445
5.0883,1.5335,45.1775,-4.0682,-68.5202,0.9918,568.9474
5.09,1.5573,45.0459,-4.0539,-68.4479,1.081,567.9938
5.0917,1.5624,44.8963,-4.0393,-68.3734,1.1632,566.9827
5.0933,1.5465,44.7308,-4.025,-68.2971,1.2355,565.9135
5.095,1.5075,44.5513,-4.0114,-68.2194,1.2946,564.7861
5.0967,1.4434,44.3597,-3.9994,-68.1407,1.3372,563.6005
5.0983,1.3529,44.1578,-3.9895,-68.0615,1.3604,562.3574
5.1,1.2349,43.9471,-3.9826,-67.982,1.361,561.0576
5.1017,1.0889,43.7292,-3.9794,-67.9025,1.3364,559.7025
5.1033,0.9153,43.5054,-3.9805,-67.8233,1.2842,558.2939
5.105,0.7149,43.2772,-3.9867,-67.7446,1.2027,556.8337
5.1067,0.4896,43.0457,-3.9984,-67.6664,1.0907,555.3246
5.1083,0.2418,42.8122,-4.0161,-67.589,0.9479,553.7697
5.11,-0.0247,42.5779,-4.0402,-67.5122,0.7747,552.1719
5.1117,-0.3056,42.3438,-4.0706,-67.4362,0.5728,550.5351
5.1133,-0.5953,42.1112,-4.1072,-67.3609,0.3448,548.8632
5.115,-0.8876,41.881,-4.1498,-67.2862,0.0947,547.1603
5.1167,-1.175,41.6543,-4.1977,-67.212,-0.1723,545.4308
5.1183,-1.4494,41.432,-4.2501,-67.1382,-0.4496,543.6795
5.12,-1.7019,41.2153,-4.3057,-67.0647,-0.7292,541.9109
5.1217,-1.9231,41.0049,-4.3631,-66.9915,-1.0016,540.1299
5.1233,-2.1027,40.8018,-4.4207,-66.9184,-1.2558,538.3411
5.125,-2.2307,40.6067,-4.4764,-66.8456,-1.4797,536.5491
5.1267,-2.2965,40.4205,-4.5281,-66.7729,-1.6594,534.7587
5.1283,-2.29,40.2438,-4.5732,-66.7005,-1.7798,532.9739
5.13,-2.2011,40.0771,-4.6092,-66.6285,-1.8249,531.199
5.1317,-2.0209,39.921,-4.6332,-66.5571,-1.777,529.4374
5.1333,-1.7409,39.7758,-4.6423,-66.4864,-1.6179,527.6926
5.135,-1.3542,39.6418,-4.6334,-66.4168,-1.3284,525.9673
5.1367,-0.8552,39.5191,-4.6034,-66.3486,-0.8887,524.2639
5.1383,-0.2403,39.4078,-4.5494,-66.2821,-0.2787,522.5839
5.14,0.4924,39.3075,-4.4683,-66.2175,0.522,520.9286
5.1417,1.3422,39.2182,-4.3572,-66.1552,1.5336,519.2983
5.1433,2.3063,39.1393,-4.2133,-66.0956,2.7759,517.6928
5.145,3.379,39.0702,-4.0343,-66.039,4.2681,516.111
5.1467,4.5523,39.0102,-3.8178,-65.9856,6.0283,514.5513
5.1483,5.8156,38.9584,-3.5622,-65.9357,8.0735,513.0112
5.15,7.1555,38.9138,-3.2658,-65.8895,10.4192,511.4875
5.1517,8.5567,38.8752,-2.9278,-65.8471,13.079,509.9763
5.1533,10.0016,38.8412,-2.5476,-65.8086,16.0646,508.4729
5.155,11.471,38.8105,-2.1253,-65.774,19.3852,506.9723
5.1567,12.9445,38.7816,-1.6616,-65.7431,23.0477,505.4686
5.1583,14.4007,38.7528,-1.1577,-65.7159,27.0566,503.9555
5.16,15.8181,38.7225,-0.6155,-65.6921,31.4133,502.4263
5.1617,17.1752,38.689,-0.0374,-65.6712,36.1169,500.874
5.1633,18.4511,38.6507,0.5735,-65.6529,41.1634,499.2913
5.165,19.6262,38.6058,1.2135,-65.6367,46.5466,497.671
5.1667,20.6824,38.5527,1.8782,-65.6219,52.2574,496.0058
5.1683,21.6034,38.4898,2.5631,-65.6078,58.2846,494.2885
5.17,22.3755,38.4158,3.2628,-65.5936,64.6147,492.5123
5.1717,22.9872,38.3291,3.9717,-65.5785,71.2321,490.671
5.1733,23.4302,38.2287,4.684,-65.5614,78.1196,488.7586
5.175,23.6986,38.1136,5.3938,-65.5415,85.2585,486.7699
5.1767,23.7899,37.983,6.095,-65.5176,92.6287,484.7006
5.1783,23.7041,37.8362,6.7819,-65.4884,100.2093,482.547
5.18,23.4442,37.673,7.4489,-65.4529,107.9783,480.3065
5.1817,23.0157,37.4932,8.0911,-65.4095,115.9133,477.9773
5.1833,22.4265,37.2971,8.7039,-65.357,123.9916,475.5585
5.185,21.6867,37.0851,9.2836,-65.2938,132.1899,473.0504
5.1867,20.8082,36.8578,9.8274,-65.2185,140.4853,470.4538
5.1883,19.8043,36.6161,10.3335,-65.1292,148.8544,467.7708
5.19,18.6898,36.3612,10.801,-65.0244,157.2742,465.0039
5.1917,17.4799,36.0942,11.2303,-64.9023,165.7218,462.1565
5.1933,16.1905,35.8168,11.6228,-64.7609,174.1743,459.2325
5.195,14.8374,35.5305,11.981,-64.5984,182.6096,456.2361
5.1967,13.4363,35.2369,12.3083,-64.4128,191.0054,453.172
5.1983,12.0022,34.9378,12.6093,-64.2022,199.3404,450.0449
5.2,10.5492,34.6351,12.8891,-63.9643,207.5934,446.8595
5.2017,9.0903,34.3304,13.1537,-63.6973,215.7441,443.6205
5.2033,7.637,34.0255,13.4094,-63.399,223.7733,440.3319
5.205,6.1997,33.7219,13.6629,-63.0675,231.6625,436.9978
5.2067,4.7866,33.4212,13.921,-62.7009,239.3947,433.6214
5.2083,3.4047,33.1246,14.1904,-62.2973,246.9545,430.2053
5.21,2.0589,32.8332,14.4777,-61.8549,254.3279,426.7514
5.2117,0.7525,32.5479,14.7889,-61.3722,261.5032,423.2609
5.2133,-0.5128,32.2694,15.1296,-60.8478,268.471,419.7339
5.215,-1.737,31.998,15.5049,-60.2806,275.2241,416.1697
5.2167,-2.9213,31.734,15.9191,-59.6697,281.758,412.5668
5.2183,-4.0684,31.4773,16.3758,-59.0143,288.071,408.9229
5.22,-5.1819,31.2275,16.8779,-58.3144,294.1642,405.2345
5.2217,-6.2663,30.9842,17.4276,-57.5699,300.0413,401.4978
5.2233,-7.3269,30.7466,18.0263,-56.7812,305.7089,397.7081
5.225,-8.3692,30.5139,18.6747,-55.9492,311.1763,393.86
5.2267,-9.3993,30.2851,19.373,-55.075,316.455,389.9481
5.2283,-10.423,30.0589,20.1206,-54.1604,321.5589,385.9663
5.23,-11.4464,29.8343,20.9164,-53.2071,326.5033,381.9088
5.2317,-12.4748,29.6098,21.7588,-52.2177,331.3051,377.7694
5.2333,-13.5134,29.3843,22.6454,-51.1947,335.9822,373.5427
5.235,-14.5665,29.1564,23.5736,-50.1412,340.5526,369.2234
5.2367,-15.6377,28.9248,24.54,-49.0603,345.0344,364.8069
5.2383,-16.7297,28.6883,25.5407,-47.9555,349.4452,360.2893
5.24,-17.8439,28.4457,26.5713,-46.8304,353.8014,355.6678
5.2417,-18.9811,28.1958,27.6267,-45.6887,358.1179,350.9406
5.2433,-20.1404,27.9375,28.7012,-44.5343,362.4076,346.1069
5.245,-21.32,27.67,29.7886,-43.3708,366.681,341.1671
5.2467,-22.5169,27.3921,30.882,-42.2021,370.9463,336.123
5.2483,-23.727,27.1031,31.9742,-41.0318,375.2086,330.9774
5.25,-24.945,26.802,33.0572,-39.8634,379.4704,325.7343
5.2517,-26.1649,26.4881,34.123,-38.7004,383.7313,320.399
5.2533,-27.3797,26.1607,35.1633,-37.546,387.988,314.9774
5.255,-28.5819,25.819,36.1697,-36.403,392.235,309.4768
5.2567,-29.7635,25.4625,37.134,-35.2743,396.4644,303.905
5.2583,-30.9164,25.0906,38.0482,-34.1623,400.6664,298.2704
5.26,-32.0324,24.7028,38.905,-33.0691,404.8298,292.582
5.2617,-33.1034,24.2986,39.698,-31.9966,408.9423,286.8492
5.2633,-34.122,23.8777,40.4213,-30.9463,412.9911,281.0815
5.265,-35.0809,23.4396,41.0706,-29.9193,416.9631,275.2888
5.2667,-35.9739,22.9841,41.6426,-28.9165,420.8454,269.4806
5.2683,-36.7951,22.511,42.1353,-27.9384,424.626,263.6663
5.27,-37.5398,22.02,42.5482,-26.9851,428.2936,257.8553
5.2717,-38.2041,21.5109,42.8824,-26.0566,431.8381,252.0563
5.2733,-38.7851,20.9838,43.1399,-25.1525,435.2511,246.2778
5.275,-39.2807,20.4384,43.3244,-24.272,438.5257,240.5278
5.2767,-39.69,19.8749,43.4404,-23.4145,441.6566,234.8136
5.2783,-40.0128,19.2934,43.4934,-22.5789,444.6406,229.1419
5.28,-40.2499,18.6941,43.4894,-21.7643,447.4759,223.5188
5.2817,-40.4031,18.0773,43.4353,-20.9694,450.1628,217.9498
5.2833,-40.475,17.4435,43.3379,-20.1933,452.7029,212.4397
5.285,-40.4687,16.7931,43.204,-19.4346,455.0995,206.9926
5.2867,-40.3884,16.1268,43.0406,-18.6925,457.3573,201.6122
5.2883,-40.2384,15.4454,42.8542,-17.9658,459.4822,196.3013
5.29,-40.024,14.7499,42.6509,-17.2537,461.4812,191.0625
5.2917,-39.7505,14.0413,42.4364,-16.5554,463.3621,185.8975
5.2933,-39.4237,13.3208,42.216,-15.8702,465.1335,180.808
5.295,-39.0496,12.5899,41.9943,-15.1976,466.8045,175.7949
5.2967,-38.6342,11.8499,41.7758,-14.5372,468.3848,170.8591
5.2983,-38.1835,11.1026,41.5642,-13.8886,469.8842,166.001
5.3,-37.7038,10.3497,41.3633,-13.2517,471.3128,161.2209
5.3017,-37.2007,9.593,41.1763,-12.6265,472.6806,156.5191
5.3033,-36.6802,8.8345,41.0063,-12.013,473.9976,151.8954
5.305,-36.1474,8.0761,40.8564,-11.4114,475.2734,147.3499
5.3067,-35.6077,7.3201,40.7294,-10.8219,476.5174,142.8827
5.3083,-35.0658,6.5683,40.6279,-10.2449,477.7386,138.4936
5.31,-34.5259,5.823,40.5545,-9.6808,478.9451,134.1829
5.3117,-33.992,5.0862,40.5114,-9.1301,480.1448,129.9505
5.3133,-33.4677,4.3599,40.5007,-8.5932,481.3446,125.7969
5.315,-32.9559,3.6459,40.5239,-8.0708,482.5507,121.7223
5.3167,-32.4592,2.946,40.5822,-7.5635,483.7684,117.7272
5.3183,-31.9799,2.2618,40.6761,-7.072,485.0021,113.8122
5.32,-31.5194,1.5946,40.8056,-6.597,486.2556,109.9779
5.3217,-31.0792,0.9457,40.97,-6.1393,487.5315,106.2251
5.3233,-30.6601,0.3158,41.1678,-5.6996,488.8318,102.5546
5.325,-30.2625,-0.2944,41.397,-5.2787,490.1578,98.9672
5.3267,-29.8866,-0.8845,41.6549,-4.8775,491.5099,95.4638
5.3283,-29.5322,-1.4544,41.9383,-4.4966,492.8885,92.0453
5.33,-29.199,-2.0044,42.2434,-4.1369,494.293,88.7125
5.3317,-28.8863,-2.535,42.5662,-3.799,495.723,85.4661
5.3333,-28.5932,-3.0467,42.9027,-3.4834,497.1777,82.3067
5.335,-28.3189,-3.5405,43.2485,-3.1906,498.6563,79.2347
5.3367,-28.0623,-4.0175,43.5995,-2.9206,500.1584,76.2506
5.3383,-27.8222,-4.4788,43.9519,-2.6736,501.6835,73.3544
5.34,-27.5975,-4.9257,44.3022,-2.4492,503.2314,70.546
5.3417,-27.3869,-5.3596,44.6473,-2.2467,504.8024,67.8252
5.3433,-27.1894,-5.7817,44.9846,-2.0652,506.397,65.1915
5.345,-27.0037,-6.1933,45.312,-1.9031,508.0163,62.6438
5.3467,-26.8289,-6.5953,45.6281,-1.7588,509.6613,60.1811
5.3483,-26.6637,-6.9888,45.9316,-1.6301,511.3338,57.8017
5.35,-26.5073,-7.3743,46.222,-1.5146,513.0352,55.5038
5.3517,-26.3585,-7.7523,46.4988,-1.4094,514.7675,53.285
5.3533,-26.2166,-8.1227,46.7621,-1.3119,516.5325,51.1423
5.355,-26.0805,-8.4853,47.0117,-1.2192,518.3318,49.0727
5.3567,-25.9494,-8.8392,47.248,-1.1285,520.1674,47.0722
5.3583,-25.8225,-9.1832,47.471,-1.0375,522.0402,45.137
5.36,-25.6988,-9.5157,47.6808,-0.9439,523.9517,43.2627
5.3617,-25.5776,-9.8347,47.8775,-0.8461,525.9023,41.4445
5.3633,-25.458,-10.1375,48.0611,-0.7427,527.8927,39.6778
5.365,-25.3392,-10.4211,48.2313,-0.633,529.9228,37.9575
5.3667,-25.2204,-10.6824,48.3881,-0.5166,531.9922,36.2788
5.3683,-25.1008,-10.9176,48.5313,-0.3934,534.1005,34.6367
5.37,-24.9798,-11.123,48.6607,-0.2637,536.2464,33.0267
5.3717,-24.8565,-11.2946,48.7763,-0.1281,538.4288,31.4445
5.3733,-24.7305,-11.4287,48.8783,0.0128,540.6464,29.8862
5.375,-24.6011,-11.5213,48.9671,0.1583,542.8973,28.3485
5.3767,-24.4679,-11.5692,49.0433,0.3076,545.1799,26.8287
5.3783,-24.3306,-11.569,49.1076,0.4601,547.4923,25.3251
5.38,-24.1889,-11.5182,49.1613,0.615,549.8325,23.8363
5.3817,-24.0426,-11.4148,49.2058,0.7717,552.1984,22.3621
5.3833,-23.8918,-11.2576,49.2425,0.9297,554.588,20.903
5.385,-23.7366,-11.0461,49.2732,1.0884,556.999,19.4602
5.3867,-23.5774,-10.7806,49.2998,1.2472,559.4291,18.0359
5.3883,-23.4145,-10.4626,49.3239,1.4056,561.8759,16.6327
5.39,-23.2485,-10.0943,49.3475,1.563,564.337,15.2543
5.3917,-23.0802,-9.679,49.3721,1.7187,566.8096,13.9047
5.3933,-22.9104,-9.2206,49.3992,1.8719,569.2908,12.5883
5.395,-22.7402,-8.7242,49.4302,2.022,571.7776,11.3101
5.3967,-22.5707,-8.1954,49.4661,2.1682,574.2668,10.0751
5.3983,-22.4032,-7.6404,49.5076,2.3097,576.7548,8.8882
5.4,-22.2392,-7.066,49.5554,2.4457,579.2382,7.7544
5.4017,-22.08,-6.4791,49.6097,2.5756,581.713,6.6784
5.4033,-21.9272,-5.8869,49.6706,2.6988,584.1754,5.6643
5.405,-21.7824,-5.2966,49.7381,2.8148,586.6213,4.716
5.4067,-21.6472,-4.7151,49.8121,2.9231,589.0466,3.8366
5.4083,-21.5232,-4.1489,49.8922,3.0237,591.4472,3.0284
5.41,-21.412,-3.6041,49.9782,3.1163,593.819,2.2929
5.4117,-21.3149,-3.0861,50.0697,3.2011,596.158,1.631
5.4133,-21.2334,-2.5999,50.1665,3.2782,598.4599,1.0424
5.415,-21.1686,-2.1492,50.2681,3.3479,600.7209,0.526
5.4167,-21.1216,-1.7373,50.3744,3.4106,602.9373,0.0801
5.4183,-21.0931,-1.3664,50.4848,3.4669,605.1049,-0.298
5.42,-21.0837,-1.0381,50.5991,3.5172,607.2205,-0.6117
5.4217,-21.0938,-0.7528,50.7167,3.5621,609.2802,-0.8648
5.4233,-21.1234,-0.5106,50.837,3.6021,611.2806,-1.0617
5.425,-21.1721,-0.3104,50.9594,3.6378,613.2185,-1.2074
5.4267,-21.2396,-0.1509,51.0829,3.6698,615.0905,-1.3069
5.4283,-21.3249,-0.0298,51.2065,3.6985,616.8934,-1.3656
5.43,-21.4269,0.0553,51.3289,3.7244,618.6241,-1.3889
5.4317,-21.5443,0.1074,51.4488,3.7478,620.2797,-1.3822
5.4333,-21.6755,0.1299,51.5647,3.7692,621.8572,-1.3507
5.435,-21.8185,0.1261,51.6748,3.7888,623.3541,-1.2996
5.4367,-21.9714,0.0998,51.7776,3.8068,624.7675,-1.2335
5.4383,-22.1321,0.0544,51.8713,3.8233,626.095,-1.157
5.44,-22.2981,-0.0064,51.9544,3.8386,627.3345,-1.0742
5.4417,-22.4672,-0.0791,52.0251,3.8526,628.4839,-0.9886
5.4433,-22.637,-0.1605,52.0822,3.8654,629.5413,-0.9034
5.445,-22.8051,-0.2475,52.1244,3.877,630.5051,-0.8215
5.4467,-22.9692,-0.3373,52.1507,3.8873,631.374,-0.745
5.4483,-23.127,-0.4274,52.1603,3.8962,632.1469,-0.6758
5.45,-23.2765,-0.5155,52.1529,3.9038,632.8229,-0.6151
5.4517,-23.4155,-0.5999,52.128,3.9099,633.4014,-0.5639
5.4533,-23.5424,-0.6788,52.0858,3.9145,633.882,-0.5226
5.455,-23.6555,-0.751,52.0264,3.9174,634.2648,-0.4914
5.4567,-23.7533,-0.8157,51.9502,3.9187,634.5497,-0.4701
5.4583,-23.8348,-0.8721,51.8578,3.9184,634.7372,-0.4581
5.46,-23.8988,-0.9199,51.7498,3.9164,634.8279,-0.4549
5.4617,-23.9447,-0.959,51.6269,3.9127,634.8226,-0.4595
5.4633,-23.972,-0.9895,51.4901,3.9074,634.7223,-0.471
5.465,-23.9803,-1.0117,51.3401,3.9004,634.5283,-0.4881
5.4667,-23.9695,-1.0259,51.1777,3.8919,634.2422,-0.5098
5.4683,-23.9396,-1.0328,51.004,3.8818,633.8657,-0.5349
5.47,-23.8911,-1.0331,50.8198,3.8702,633.4008,-0.5622
5.4717,-23.8242,-1.0275,50.626,3.8571,632.8499,-0.5907
5.4733,-23.7395,-1.0168,50.4235,3.8424,632.2156,-0.6193
5.475,-23.6378,-1.0018,50.2134,3.8264,631.5006,-0.6472
5.4767,-23.5197,-0.9834,49.9967,3.809,630.7083,-0.6736
5.4783,-23.3863,-0.9623,49.7745,3.7902,629.8418,-0.6978
5.48,-23.2383,-0.9393,49.548,3.7702,628.905,-0.7194
5.4817,-23.0769,-0.9151,49.3183,3.749,627.9019,-0.738
5.4833,-22.9029,-0.8903,49.0867,3.7267,626.8364,-0.7533
5.485,-22.7174,-0.8654,48.8546,3.7035,625.713,-0.7652
5.4867,-22.5213,-0.841,48.6232,3.6795,624.5361,-0.7738
5.4883,-22.3156,-0.8173,48.3938,3.6548,623.3103,-0.7792
5.49,-22.1012,-0.7946,48.1678,3.6297,622.0402,-0.7815
5.4917,-21.8789,-0.7733,47.9461,3.6043,620.7304,-0.7811
5.4933,-21.6495,-0.7532,47.73,3.5788,619.3855,-0.7783
5.495,-21.4136,-0.7346,47.5203,3.5535,618.01,-0.7734
5.4967,-21.1719,-0.7174,47.3178,3.5284,616.6083,-0.7669
5.4983,-20.9249,-0.7015,47.1232,3.5038,615.1846,-0.759
5.5,-20.6731,-0.6869,46.9367,3.4797,613.7432,-0.7503
5.5017,-20.4168,-0.6733,46.7588,3.4564,612.2878,-0.7411
5.5033,-20.1563,-0.6608,46.5895,3.4339,610.8223,-0.7318
5.505,-19.8919,-0.6491,46.4287,3.4123,609.3503,-0.7227
5.5067,-19.6238,-0.638,46.2762,3.3917,607.8751,-0.7141
5.5083,-19.352,-0.6276,46.1318,3.3721,606.4001,-0.7061
5.51,-19.0767,-0.6177,45.9951,3.3536,604.9285,-0.6991
5.5117,-18.798,-0.6083,45.8656,3.3363,603.463,-0.6931
5.5133,-18.5158,-0.5993,45.7428,3.32,602.0068,-0.6881
5.515,-18.2304,-0.5907,45.6262,3.3049,600.5624,-0.6843
5.5167,-17.9417,-0.5826,45.5153,3.291,599.1326,-0.6814
5.5183,-17.6498,-0.5751,45.4095,3.2781,597.72,-0.6795
5.52,-17.3548,-0.5682,45.3084,3.2664,596.327,-0.6785
5.5217,-17.0569,-0.5621,45.2113,3.2557,594.9559,-0.6781
5.5233,-16.7564,-0.5567,45.1178,3.246,593.6089,-0.6783
5.525,-16.4533,-0.5523,45.0273,3.2372,592.2881,-0.6787
5.5267,-16.1481,-0.549,44.9392,3.2291,590.9954,-0.6793
5.5283,-15.8411,-0.5468,44.853,3.2218,589.7326,-0.6797
5.53,-15.5328,-0.5458,44.768,3.2149,588.5013,-0.6797
5.5317,-15.2235,-0.5461,44.6836,3.2084,587.3029,-0.6793
5.5333,-14.9139,-0.5477,44.5991,3.2019,586.1385,-0.6781
5.535,-14.6046,-0.5506,44.514,3.1954,585.0095,-0.6762
5.5367,-14.2962,-0.5549,44.4277,3.1886,583.9163,-0.6734
5.5383,-13.9893,-0.5604,44.3396,3.1813,582.86,-0.6696
5.54,-13.6846,-0.5672,44.2491,3.1733,581.8408,-0.6648
5.5417,-13.3829,-0.5751,44.156,3.1643,580.8591,-0.6592
5.5433,-13.0848,-0.584,44.0598,3.1542,579.9152,-0.6528
5.545,-12.7909,-0.5939,43.9603,3.1428,579.009,-0.6457
5.5467,-12.5018,-0.6044,43.8576,3.13,578.1403,-0.638
5.5483,-12.2182,-0.6155,43.7515,3.1157,577.3091,-0.6301
5.55,-11.9404,-0.6271,43.6424,3.0997,576.5149,-0.6219
5.5517,-11.669,-0.6388,43.5305,3.082,575.7572,-0.6138
5.5533,-11.4042,-0.6506,43.4162,3.0625,575.0355,-0.6059
5.555,-11.1462,-0.6622,43.3,3.0413,574.3491,-0.5984
5.5567,-10.8951,-0.6734,43.1824,3.0183,573.6973,-0.5912
5.5583,-10.651,-0.6841,43.0639,2.9936,573.0793,-0.5846
5.56,-10.4137,-0.6941,42.9453,2.9671,572.4943,-0.5785
5.5617,-10.1829,-0.7032,42.827,2.939,571.9412,-0.573
5.5633,-9.9584,-0.7114,42.7095,2.9093,571.4193,-0.5679
5.565,-9.7395,-0.7184,42.5933,2.878,570.9275,-0.5632
5.5667,-9.5258,-0.7243,42.4787,2.8452,570.465,-0.5588
