time,Rfoot,Lfoot,Rshank,Lshank,Rthigh,Lthigh,trunk,
7.0583,0.5469,24.0488,84.8956,105.0169,74.8556,94.7694,91.3155,
7.0667,0.4489,24.7683,84.6393,105.7533,74.6710,95.1501,91.3518,
7.0750,0.3439,25.4494,84.3759,106.4575,74.4891,95.5023,91.3963,
7.0833,0.2316,26.0941,84.1065,107.1278,74.3090,95.8258,91.4485,
7.0917,0.1117,26.7031,83.8318,107.7607,74.1302,96.1218,91.5079,
7.1000,-0.0166,27.2751,83.5520,108.3515,73.9528,96.3929,91.5737,
7.1083,-0.1543,27.8065,83.2668,108.8954,73.7770,96.6426,91.6451,
7.1167,-0.3037,28.2932,82.9758,109.3881,73.6035,96.8742,91.7213,
7.1250,-0.4680,28.7324,82.6780,109.8268,73.4323,97.0902,91.8014,
7.1333,-0.6500,29.1227,82.3727,110.2110,73.2635,97.2922,91.8848,
7.1417,-0.8510,29.4631,82.0590,110.5428,73.0966,97.4803,91.9712,
7.1500,-1.0701,29.7539,81.7359,110.8259,72.9316,97.6532,92.0617,
7.1583,-1.3055,29.9965,81.4027,111.0644,72.7682,97.8084,92.1579,
7.1667,-1.5551,30.1931,81.0587,111.2622,72.6065,97.9432,92.2619,
7.1750,-1.8189,30.3456,80.7030,111.4217,72.4466,98.0547,92.3752,
7.1833,-2.0985,30.4549,80.3339,111.5445,72.2895,98.1406,92.4987,
7.1917,-2.3971,30.5209,79.9498,111.6301,72.1360,98.1998,92.6318,
7.2000,-2.7177,30.5411,79.5504,111.6759,71.9859,98.2319,92.7739,
7.2083,-3.0631,30.5110,79.1366,111.6777,71.8386,98.2374,92.9233,
7.2167,-3.4344,30.4253,78.7096,111.6298,71.6933,98.2169,93.0782,
7.2250,-3.8301,30.2782,78.2700,111.5271,71.5501,98.1697,93.2372,
7.2333,-4.2454,30.0622,77.8160,111.3657,71.4103,98.0935,93.3992,
7.2417,-4.6740,29.7676,77.3447,111.1434,71.2758,97.9851,93.5633,
7.2500,-5.1116,29.3827,76.8534,110.8596,71.1484,97.8418,93.7291,
7.2583,-5.5572,28.8943,76.3408,110.5157,71.0290,97.6624,93.8958,
7.2667,-6.0117,28.2904,75.8061,110.1191,70.9183,97.4465,94.0632,
7.2750,-6.4775,27.5654,75.2495,109.6848,70.8166,97.1931,94.2312,
7.2833,-6.9567,26.7268,74.6721,109.2354,70.7244,96.9009,94.3998,
7.2917,-7.4509,25.7980,74.0764,108.7975,70.6417,96.5697,94.5690,
7.3000,-7.9610,24.8128,73.4655,108.3994,70.5683,96.2026,94.7381,
7.3083,-8.4897,23.8057,72.8417,108.0630,70.5046,95.8082,94.9052,
7.3167,-9.0437,22.7987,72.2057,107.7943,70.4512,95.4018,95.0676,
7.3250,-9.6328,21.7971,71.5562,107.5766,70.4098,95.0042,95.2220,
7.3333,-10.2682,20.7949,70.8899,107.3754,70.3834,94.6362,95.3659,
7.3417,-10.9616,19.7842,70.2023,107.1501,70.3757,94.3140,95.4979,
7.3500,-11.7242,18.7579,69.4885,106.8669,70.3908,94.0461,95.6171,
7.3583,-12.5651,17.7092,68.7436,106.5069,70.4326,93.8331,95.7236,
7.3667,-13.4899,16.6318,67.9638,106.0679,70.5047,93.6680,95.8186,
7.3750,-14.5010,15.5230,67.1474,105.5610,70.6110,93.5385,95.9047,
7.3833,-15.5990,14.3874,66.2939,105.0050,70.7553,93.4296,95.9861,
7.3917,-16.7860,13.2376,65.4018,104.4209,70.9417,93.3260,96.0675,
7.4000,-18.0661,12.0914,64.4683,103.8285,71.1739,93.2143,96.1538,
7.4083,-19.4456,10.9664,63.4884,103.2440,71.4552,93.0842,96.2485,
7.4167,-20.9323,9.8775,62.4569,102.6767,71.7883,92.9295,96.3544,
7.4250,-22.5348,8.8349,61.3695,102.1287,72.1749,92.7486,96.4727,
7.4333,-24.2603,7.8451,60.2247,101.5957,72.6155,92.5439,96.6031,
7.4417,-26.1150,6.9139,59.0267,101.0706,73.1095,92.3196,96.7443,
7.4500,-28.1032,6.0492,57.7846,100.5461,73.6558,92.0808,96.8936,
7.4583,-30.2275,5.2641,56.5123,100.0157,74.2529,91.8319,97.0476,
7.4667,-32.4905,4.5765,55.2257,99.4747,74.8991,91.5757,97.2021,
7.4750,-34.8954,4.0021,53.9414,98.9218,75.5919,91.3132,97.3529,
7.4833,-37.4439,3.5448,52.6741,98.3596,76.3288,91.0436,97.4954,
7.4917,-40.1351,3.1928,51.4381,97.7938,77.1071,90.7658,97.6249,
7.5000,-42.9643,2.9263,50.2482,97.2325,77.9239,90.4787,97.7377,
7.5083,-45.9162,2.7289,49.1202,96.6842,78.7753,90.1820,97.8303,
7.5167,-48.9495,2.5944,48.0689,96.1572,79.6570,89.8771,97.9015,
7.5250,-51.9821,2.5234,47.1077,95.6577,80.5631,89.5670,97.9518,
7.5333,-54.8863,2.5099,46.2471,95.1872,81.4872,89.2551,97.9834,
7.5417,-57.4981,2.5349,45.4935,94.7420,82.4226,88.9440,97.9992,
7.5500,-59.6393,2.5717,44.8484,94.3173,83.3640,88.6353,98.0024,
7.5583,-61.1550,2.5994,44.3105,93.9087,84.3078,88.3290,97.9956,
7.5667,-61.9605,2.6084,43.8795,93.5139,85.2516,88.0252,97.9808,
7.5750,-62.0746,2.5944,43.5582,93.1316,86.1939,87.7235,97.9596,
7.5833,-61.6141,2.5552,43.3529,92.7608,87.1328,87.4241,97.9327,
7.5917,-60.7474,2.4924,43.2721,92.4012,88.0657,87.1270,97.9008,
7.6000,-59.6321,2.4120,43.3238,92.0531,88.9885,86.8324,97.8645,
7.6083,-58.3718,2.3221,43.5142,91.7167,89.8958,86.5406,97.8246,
7.6167,-57.0091,2.2304,43.8461,91.3917,90.7820,86.2520,97.7814,
7.6250,-55.5424,2.1429,44.3186,91.0771,91.6423,85.9671,97.7351,
7.6333,-53.9509,2.0626,44.9274,90.7714,92.4730,85.6865,97.6859,
7.6417,-52.2148,1.9897,45.6650,90.4721,93.2703,85.4111,97.6345,
7.6500,-50.3246,1.9220,46.5218,90.1763,94.0317,85.1424,97.5810,
7.6583,-48.2823,1.8561,47.4881,89.8812,94.7555,84.8811,97.5252,
7.6667,-46.1018,1.7891,48.5563,89.5854,95.4413,84.6276,97.4667,
7.6750,-43.8071,1.7187,49.7207,89.2885,96.0902,84.3809,97.4056,
7.6833,-41.4315,1.6431,50.9764,88.9909,96.7037,84.1392,97.3420,
7.6917,-39.0103,1.5619,52.3191,88.6935,97.2838,83.9004,97.2760,
7.7000,-36.5710,1.4765,53.7440,88.3981,97.8325,83.6616,97.2080,
7.7083,-34.1286,1.3883,55.2466,88.1066,98.3507,83.4200,97.1387,
7.7167,-31.6883,1.2977,56.8231,87.8208,98.8376,83.1727,97.0704,
7.7250,-29.2496,1.2044,58.4713,87.5413,99.2892,82.9181,97.0060,
7.7333,-26.8104,1.1077,60.1916,87.2676,99.6991,82.6551,96.9489,
7.7417,-24.3702,1.0080,61.9861,86.9986,100.0600,82.3847,96.9008,
7.7500,-21.9336,0.9065,63.8573,86.7334,100.3666,82.1093,96.8598,
7.7583,-19.5085,0.8055,65.8065,86.4712,100.6181,81.8340,96.8199,
7.7667,-17.1020,0.7074,67.8321,86.2111,100.8178,81.5648,96.7729,
7.7750,-14.7176,0.6134,69.9290,85.9525,100.9698,81.3074,96.7122,
7.7833,-12.3554,0.5221,72.0890,85.6952,101.0769,81.0650,96.6346,
7.7917,-10.0152,0.4301,74.3016,85.4387,101.1401,80.8391,96.5395,
7.8000,-7.7020,0.3328,76.5542,85.1827,101.1594,80.6298,96.4285,
7.8083,-5.4302,0.2254,78.8309,84.9261,101.1352,80.4353,96.3056,
7.8167,-3.2240,0.1037,81.1112,84.6670,101.0682,80.2521,96.1772,
7.8250,-1.1120,-0.0350,83.3705,84.4031,100.9602,80.0748,96.0521,
7.8333,0.8747,-0.1908,85.5806,84.1310,100.8146,79.8976,95.9397,
7.8417,2.7027,-0.3599,87.7108,83.8460,100.6366,79.7160,95.8481,
7.8500,4.3373,-0.5352,89.7300,83.5417,100.4344,79.5279,95.7821,
7.8583,5.7468,-0.7083,91.6094,83.2111,100.2167,79.3335,95.7432,
7.8667,6.9086,-0.8716,93.3259,82.8505,99.9920,79.1340,95.7293,
7.8750,7.8142,-1.0237,94.8617,82.4647,99.7658,78.9301,95.7364,
7.8833,8.4718,-1.1721,96.2022,82.0657,99.5400,78.7226,95.7593,
7.8917,8.9017,-1.3290,97.3366,81.6656,99.3123,78.5117,95.7933,
7.9000,9.1286,-1.5035,98.2593,81.2705,99.0773,78.2986,95.8344,
7.9083,9.1726,-1.6986,98.9736,80.8799,98.8263,78.0848,95.8798,
7.9167,9.0442,-1.9143,99.4909,80.4892,98.5504,77.8733,95.9273,
7.9250,8.7484,-2.1515,99.8296,80.0947,98.2421,77.6673,95.9752,
7.9333,8.2946,-2.4125,100.0143,79.6950,97.8974,77.4700,96.0213,
7.9417,7.7042,-2.6991,100.0744,79.2907,97.5176,77.2840,96.0632,
7.9500,7.0110,-3.0128,100.0424,78.8830,97.1101,77.1117,96.0970,
7.9583,6.2535,-3.3569,99.9493,78.4738,96.6881,76.9555,96.1176,
7.9667,5.4671,-3.7362,99.8186,78.0646,96.2692,76.8179,96.1185,
7.9750,4.6835,-4.1557,99.6612,77.6572,95.8726,76.7016,96.0925,
7.9833,3.9340,-4.6191,99.4752,77.2526,95.5163,76.6104,96.0315,
7.9917,3.2499,-5.1276,99.2508,76.8500,95.2154,76.5485,95.9270,
8.0000,2.6566,-5.6800,98.9772,76.4463,94.9807,76.5209,95.7709,
8.0083,2.1669,-6.2731,98.6500,76.0358,94.8177,76.5331,95.5556,
8.0167,1.7804,-6.9033,98.2733,75.6122,94.7264,76.5912,95.2748,
8.0250,1.4844,-7.5678,97.8588,75.1705,94.7027,76.7007,94.9241,
8.0333,1.2602,-8.2650,97.4225,74.7073,94.7394,76.8665,94.5000,
8.0417,1.0891,-8.9928,96.9813,74.2199,94.8277,77.0914,94.0019,
8.0500,0.9567,-9.7478,96.5493,73.7061,94.9572,77.3760,93.4326,
8.0583,0.8534,-10.5254,96.1352,73.1640,95.1164,77.7174,92.8003,
8.0667,0.7732,-11.3208,95.7426,72.5933,95.2930,78.1088,92.1175,
8.0750,0.7128,-12.1304,95.3717,71.9952,95.4758,78.5406,91.3988,
8.0833,0.6700,-12.9503,95.0199,71.3730,95.6558,79.0015,90.6592,
8.0917,0.6434,-13.7751,94.6824,70.7320,95.8262,79.4794,89.9131,
8.1000,0.6319,-14.5983,94.3530,70.0795,95.9810,79.9611,89.1745,
8.1083,0.6336,-15.4139,94.0271,69.4250,96.1141,80.4329,88.4576,
8.1167,0.6452,-16.2174,93.7061,68.7795,96.2187,80.8812,87.7753,
8.1250,0.6626,-17.0047,93.3959,68.1541,96.2879,81.2939,87.1390,
8.1333,0.6821,-17.7699,93.1034,67.5581,96.3153,81.6631,86.5579,
8.1417,0.7012,-18.5023,92.8319,66.9983,96.2956,81.9861,86.0392,
8.1500,0.7191,-19.1865,92.5819,66.4809,96.2251,82.2650,85.5874,
8.1583,0.7358,-19.8014,92.3513,66.0123,96.1013,82.5049,85.2048,
8.1667,0.7518,-20.3214,92.1364,65.6004,95.9240,82.7125,84.8917,
8.1750,0.7686,-20.7181,91.9327,65.2551,95.6945,82.8945,84.6467,
8.1833,0.7880,-20.9627,91.7372,64.9849,95.4150,83.0572,84.4669,
8.1917,0.8113,-21.0291,91.5496,64.7967,95.0881,83.2063,84.3488,
8.2000,0.8379,-20.8989,91.3710,64.6933,94.7170,83.3465,84.2883,
8.2083,0.8652,-20.5685,91.2032,64.6736,94.3054,83.4822,84.2813,
8.2167,0.8894,-20.0531,91.0473,64.7321,93.8568,83.6181,84.3233,
8.2250,0.9064,-19.3838,90.9038,64.8604,93.3742,83.7588,84.4100,
8.2333,0.9135,-18.5959,90.7721,65.0505,92.8601,83.9083,84.5371,
8.2417,0.9106,-17.7167,90.6505,65.2973,92.3170,84.0689,84.7004,
8.2500,0.9001,-16.7621,90.5360,65.5996,91.7474,84.2412,84.8962,
8.2583,0.8857,-15.7396,90.4252,65.9599,91.1544,84.4231,85.1212,
8.2667,0.8705,-14.6533,90.3152,66.3865,90.5413,84.6099,85.3727,
8.2750,0.8560,-13.5076,90.2034,66.8910,89.9119,84.7947,85.6478,
8.2833,0.8424,-12.3121,90.0881,67.4847,89.2700,84.9707,85.9440,
8.2917,0.8288,-11.0833,89.9678,68.1755,88.6193,85.1331,86.2586,
8.3000,0.8138,-9.8395,89.8421,68.9662,87.9641,85.2801,86.5886,
8.3083,0.7965,-8.5979,89.7115,69.8557,87.3079,85.4128,86.9309,
8.3167,0.7771,-7.3729,89.5770,70.8387,86.6543,85.5353,87.2818,
8.3250,0.7561,-6.1734,89.4403,71.9081,86.0055,85.6531,87.6374,
8.3333,0.7339,-4.9985,89.3029,73.0553,85.3635,85.7723,87.9936,
8.3417,0.7105,-3.8378,89.1654,74.2705,84.7303,85.8993,88.3463,
8.3500,0.6856,-2.6771,89.0275,75.5428,84.1087,86.0398,88.6914,
8.3583,0.6588,-1.5026,88.8877,76.8618,83.5024,86.1987,89.0247,
8.3667,0.6297,-0.3010,88.7433,78.2184,82.9157,86.3799,89.3424,
8.3750,0.5984,0.9354,88.5926,79.6041,82.3524,86.5866,89.6413,
8.3833,0.5656,2.2040,88.4359,81.0092,81.8152,86.8212,89.9193,
8.3917,0.5326,3.4947,88.2746,82.4225,81.3057,87.0860,90.1758,
8.4000,0.5012,4.7967,88.1108,83.8323,80.8251,87.3821,90.4110,
8.4083,0.4729,6.0999,87.9465,85.2295,80.3745,87.7089,90.6254,
8.4167,0.4486,7.3949,87.7829,86.6099,79.9546,88.0636,90.8191,
8.4250,0.4270,8.6718,87.6206,87.9720,79.5662,88.4429,90.9922,
8.4333,0.4029,9.9226,87.4590,89.3136,79.2093,88.8435,91.1443,
8.4417,0.3702,11.1421,87.2967,90.6299,78.8831,89.2636,91.2751,
8.4500,0.3260,12.3278,87.1325,91.9135,78.5861,89.7020,91.3848,
8.4583,0.2712,13.4774,86.9655,93.1568,78.3160,90.1581,91.4741,
8.4667,0.2090,14.5875,86.7953,94.3537,78.0700,90.6304,91.5442,
8.4750,0.1420,15.6533,86.6222,95.5009,77.8444,91.1164,91.5974,
8.4833,0.0719,16.6713,86.4475,96.5964,77.6348,91.6128,91.6367,
8.4917,-0.0001,17.6418,86.2720,97.6388,77.4366,92.1157,91.6660,
8.5000,-0.0727,18.5688,86.0954,98.6281,77.2461,92.6201,91.6897,
8.5083,-0.1443,19.4585,85.9164,99.5667,77.0609,93.1193,91.7123,
8.5167,-0.2147,20.3172,85.7336,100.4597,76.8798,93.6051,91.7386,
8.5250,-0.2866,21.1505,85.5461,101.3125,76.7019,94.0697,91.7734,
8.5333,-0.3666,21.9626,85.3531,102.1299,76.5257,94.5067,91.8208,
8.5417,-0.4629,22.7558,85.1545,102.9154,76.3491,94.9113,91.8841,
8.5500,-0.5787,23.5276,84.9498,103.6709,76.1701,95.2809,91.9648,
8.5583,-0.7099,24.2694,84.7394,104.3963,75.9874,95.6142,92.0629,
8.5667,-0.8485,24.9698,84.5244,105.0897,75.8008,95.9109,92.1777,
8.5750,-0.9890,25.6201,84.3063,105.7481,75.6108,96.1716,92.3077,
8.5833,-1.1330,26.2156,84.0867,106.3670,75.4186,96.3976,92.4513,
8.5917,-1.2856,26.7528,83.8659,106.9402,75.2254,96.5905,92.6072,
8.6000,-1.4516,27.2269,83.6432,107.4595,75.0327,96.7526,92.7742,
8.6083,-1.6308,27.6314,83.4153,107.9145,74.8422,96.8867,92.9516,
8.6167,-1.8162,27.9591,83.1767,108.2944,74.6551,96.9954,93.1388,
8.6250,-1.9980,28.2028,82.9208,108.5894,74.4729,97.0803,93.3353,
8.6333,-2.1708,28.3553,82.6427,108.7914,74.2968,97.1413,93.5410,
8.6417,-2.3368,28.4104,82.3402,108.8957,74.1280,97.1767,93.7558,
8.6500,-2.5041,28.3635,82.0120,108.9019,73.9679,97.1832,93.9798,
8.6583,-2.6814,28.2113,81.6580,108.8156,73.8180,97.1567,94.2129,
8.6667,-2.8749,27.9510,81.2790,108.6485,73.6796,97.0926,94.4547,
8.6750,-3.0852,27.5829,80.8779,108.4179,73.5529,96.9865,94.7044,
8.6833,-3.3104,27.1117,80.4592,108.1480,73.4383,96.8341,94.9602,
8.6917,-3.5489,26.5448,80.0258,107.8697,73.3368,96.6324,95.2199,
8.7000,-3.8015,25.8900,79.5781,107.6171,73.2509,96.3822,95.4803,
8.7083,-4.0713,25.1544,79.1143,107.4194,73.1837,96.0897,95.7377,
8.7167,-4.3621,24.3444,78.6321,107.2891,73.1378,95.7688,95.9886,
8.7250,-4.6792,23.4647,78.1303,107.2158,73.1148,95.4392,96.2302,
8.7333,-5.0278,22.5235,77.6082,107.1690,73.1154,95.1225,96.4610,
8.7417,-5.4131,21.5402,77.0661,107.1091,73.1395,94.8377,96.6800,
8.7500,-5.8398,20.5424,76.5048,106.9988,73.1864,94.5984,96.8868,
8.7583,-6.3116,19.5541,75.9252,106.8132,73.2544,94.4101,97.0809,
8.7667,-6.8313,18.5896,75.3292,106.5438,73.3415,94.2706,97.2615,
8.7750,-7.4010,17.6566,74.7188,106.1975,73.4452,94.1708,97.4280,
8.7833,-8.0237,16.7602,74.0945,105.7908,73.5642,94.0977,97.5802,
8.7917,-8.7038,15.9028,73.4548,105.3456,73.6982,94.0377,97.7197,
8.8000,-9.4469,15.0845,72.7968,104.8831,73.8487,93.9785,97.8501,
8.8083,-10.2578,14.3013,72.1175,104.4214,74.0175,93.9109,97.9762,
8.8167,-11.1406,13.5472,71.4151,103.9730,74.2071,93.8286,98.1030,
8.8250,-12.0980,12.8147,70.6886,103.5451,74.4196,93.7285,98.2354,
8.8333,-13.1304,12.0962,69.9388,103.1395,74.6566,93.6106,98.3770,
8.8417,-14.2352,11.3855,69.1678,102.7523,74.9192,93.4780,98.5298,
8.8500,-15.4064,10.6788,68.3782,102.3762,75.2082,93.3356,98.6941,
8.8583,-16.6370,9.9748,67.5728,102.0023,75.5243,93.1894,98.8686,
8.8667,-17.9217,9.2740,66.7539,101.6231,75.8678,93.0450,99.0504,
8.8750,-19.2570,8.5776,65.9223,101.2348,76.2388,92.9060,99.2361,
8.8833,-20.6401,7.8891,65.0774,100.8373,76.6377,92.7742,99.4222,
8.8917,-22.0680,7.2135,64.2167,100.4338,77.0653,92.6492,99.6055,
8.9000,-23.5382,6.5549,63.3372,100.0300,77.5235,92.5300,99.7831,
8.9083,-25.0497,5.9157,62.4356,99.6326,78.0140,92.4146,99.9529,
8.9167,-26.6029,5.2970,61.5100,99.2465,78.5391,92.3016,100.1127,
8.9250,-28.2001,4.7013,60.5616,98.8736,79.0999,92.1900,100.2607,
8.9333,-29.8446,4.1349,59.5954,98.5126,79.6963,92.0791,100.3957,
8.9417,-31.5408,3.6081,58.6197,98.1601,80.3262,91.9686,100.5171,
8.9500,-33.2926,3.1345,57.6453,97.8132,80.9861,91.8578,100.6246,
8.9583,-35.1040,2.7278,56.6843,97.4705,81.6716,91.7460,100.7176,
8.9667,-36.9816,2.3977,55.7502,97.1318,82.3783,91.6317,100.7955,
8.9750,-38.9322,2.1479,54.8574,96.7991,83.1020,91.5128,100.8586,
8.9833,-40.9560,1.9746,54.0199,96.4745,83.8384,91.3863,100.9077,
8.9917,-43.0340,1.8656,53.2512,96.1609,84.5829,91.2492,100.9436,
9.0000,-45.1152,1.8042,52.5632,95.8610,85.3302,91.0988,100.9670,
9.0083,-47.1081,1.7729,51.9664,95.5776,86.0742,90.9334,100.9801,
9.0167,-48.8866,1.7568,51.4690,95.3121,86.8089,90.7535,100.9845,
9.0250,-50.3109,1.7448,51.0755,95.0642,87.5289,90.5610,100.9822,
9.0333,-51.2556,1.7296,50.7872,94.8325,88.2305,90.3592,100.9749,
9.0417,-51.6374,1.7087,50.6026,94.6143,88.9116,90.1519,100.9642,
9.0500,-51.4373,1.6816,50.5197,94.4060,89.5716,89.9433,100.9504,
9.0583,-50.7058,1.6481,50.5387,94.2037,90.2103,89.7371,100.9335,
9.0667,-49.5515,1.6068,50.6628,94.0036,90.8275,89.5366,100.9136,
9.0750,-48.1129,1.5565,50.8973,93.8026,91.4222,89.3440,100.8918,
9.0833,-46.5218,1.4961,51.2472,93.5990,91.9922,89.1606,100.8697,
9.0917,-44.8732,1.4250,51.7170,93.3923,92.5337,88.9864,100.8481,
9.1000,-43.2119,1.3427,52.3097,93.1832,93.0417,88.8200,100.8277,
9.1083,-41.5422,1.2505,53.0245,92.9724,93.5111,88.6594,100.8089,
9.1167,-39.8461,1.1514,53.8543,92.7603,93.9381,88.5021,100.7933,
9.1250,-38.1021,1.0485,54.7858,92.5474,94.3211,88.3451,100.7836,
9.1333,-36.2967,0.9452,55.8026,92.3338,94.6611,88.1854,100.7818,
9.1417,-34.4290,0.8439,56.8904,92.1208,94.9605,88.0210,100.7883,
9.1500,-32.5082,0.7472,58.0400,91.9097,95.2242,87.8512,100.8005,
9.1583,-30.5476,0.6571,59.2480,91.7022,95.4567,87.6773,100.8142,
9.1667,-28.5581,0.5748,60.5145,91.4996,95.6604,87.5000,100.8261,
9.1750,-26.5462,0.5007,61.8401,91.3026,95.8361,87.3200,100.8351,
9.1833,-24.5188,0.4346,63.2237,91.1116,95.9833,87.1378,100.8408,
9.1917,-22.4889,0.3757,64.6618,90.9265,96.1015,86.9546,100.8426,
9.2000,-20.4770,0.3228,66.1499,90.7470,96.1900,86.7727,100.8390,
9.2083,-18.5072,0.2742,67.6859,90.5721,96.2469,86.5951,100.8278,
9.2167,-16.6009,0.2274,69.2711,90.4004,96.2688,86.4254,100.8064,
9.2250,-14.7729,0.1799,70.9099,90.2304,96.2513,86.2665,100.7732,
9.2333,-13.0324,0.1303,72.6061,90.0605,96.1900,86.1203,100.7280,
9.2417,-11.3805,0.0785,74.3589,89.8891,96.0836,85.9874,100.6721,
9.2500,-9.8100,0.0250,76.1608,89.7151,95.9341,85.8663,100.6084,
9.2583,-8.3122,-0.0293,77.9961,89.5373,95.7471,85.7549,100.5405,
9.2667,-6.8948,-0.0839,79.8435,89.3546,95.5294,85.6501,100.4730,
9.2750,-5.5856,-0.1383,81.6783,89.1666,95.2871,85.5481,100.4106,
9.2833,-4.4190,-0.1916,83.4756,88.9734,95.0254,85.4441,100.3591,
9.2917,-3.4243,-0.2428,85.2105,88.7764,94.7491,85.3331,100.3228,
9.3000,-2.6230,-0.2914,86.8604,88.5777,94.4638,85.2112,100.3039,
9.3083,-2.0298,-0.3375,88.4067,88.3797,94.1747,85.0767,100.3021,
9.3167,-1.6536,-0.3818,89.8358,88.1841,93.8875,84.9297,100.3142,
9.3250,-1.4959,-0.4256,91.1396,87.9925,93.6072,84.7719,100.3358,
9.3333,-1.5482,-0.4695,92.3169,87.8060,93.3375,84.6054,100.3619,
9.3417,-1.7865,-0.5143,93.3697,87.6257,93.0810,84.4329,100.3882,
9.3500,-2.1694,-0.5601,94.2917,87.4518,92.8384,84.2570,100.4108,
9.3583,-2.6445,-0.6078,95.0584,87.2844,92.6095,84.0801,100.4265,
9.3667,-3.1542,-0.6582,95.6376,87.1231,92.3920,83.9044,100.4329,
9.3750,-3.6344,-0.7121,96.0106,86.9677,92.1799,83.7314,100.4281,
9.3833,-4.0125,-0.7713,96.1822,86.8175,91.9649,83.5625,100.4107,
9.3917,-4.2243,-0.8373,96.1794,86.6721,91.7390,83.3985,100.3797,
9.4000,-4.2437,-0.9113,96.0457,86.5303,91.4969,83.2405,100.3343,
9.4083,-4.1015,-0.9944,95.8335,86.3911,91.2367,83.0897,100.2735,
9.4167,-3.8729,-1.0885,95.5954,86.2528,90.9593,82.9474,100.1961,
9.4250,-3.6362,-1.1961,95.3745,86.1145,90.6674,82.8144,100.1013,
9.4333,-3.4386,-1.3184,95.1952,85.9755,90.3649,82.6906,99.9895,
9.4417,-3.2924,-1.4542,95.0635,85.8363,90.0564,82.5752,99.8616,
9.4500,-3.1902,-1.6009,94.9713,85.6980,89.7480,82.4665,99.7195,
9.4583,-3.1223,-1.7547,94.9045,85.5611,89.4469,82.3621,99.5660,
9.4667,-3.0811,-1.9111,94.8485,85.4253,89.1587,82.2602,99.4038,
9.4750,-3.0574,-2.0652,94.7913,85.2889,88.8864,82.1596,99.2369,
9.4833,-3.0386,-2.2137,94.7238,85.1498,88.6286,82.0594,99.0696,
9.4917,-3.0129,-2.3556,94.6410,85.0070,88.3815,81.9584,98.9064,
9.5000,-2.9728,-2.4918,94.5416,84.8612,88.1398,81.8548,98.7519,
9.5083,-2.9168,-2.6240,94.4273,84.7144,87.8985,81.7464,98.6096,
9.5167,-2.8481,-2.7532,94.3020,84.5692,87.6539,81.6318,98.4813,
9.5250,-2.7714,-2.8798,94.1702,84.4276,87.4037,81.5104,98.3670,
9.5333,-2.6896,-3.0038,94.0360,84.2909,87.1463,81.3813,98.2664,
9.5417,-2.6037,-3.1259,93.9023,84.1602,86.8800,81.2430,98.1801,
9.5500,-2.5138,-3.2471,93.7707,84.0361,86.6040,81.0937,98.1088,
9.5583,-2.4203,-3.3687,93.6424,83.9194,86.3200,80.9343,98.0500,
9.5667,-2.3254,-3.4918,93.5191,83.8104,86.0332,80.7696,97.9965,
9.5750,-2.2326,-3.6183,93.4029,83.7091,85.7508,80.6064,97.9385,
9.5833,-2.1463,-3.7495,93.2965,83.6145,85.4788,80.4515,97.8673,
9.5917,-2.0709,-3.8869,93.2030,83.5251,85.2203,80.3093,97.7775,
9.6000,-2.0088,-4.0314,93.1263,83.4397,84.9741,80.1820,97.6684,
9.6083,-1.9598,-4.1842,93.0702,83.3580,84.7347,80.0689,97.5435,
9.6167,-1.9214,-4.3467,93.0362,83.2802,84.4948,79.9669,97.4101,
9.6250,-1.8902,-4.5192,93.0196,83.2061,84.2510,79.8726,97.2755,
9.6333,-1.8629,-4.6984,93.0089,83.1356,84.0063,79.7831,97.1444,
9.6417,-1.8380,-4.8779,92.9925,83.0680,83.7662,79.6965,97.0192,
9.6500,-1.8152,-5.0530,92.9630,83.0025,83.5342,79.6113,96.9010,
9.6583,-1.7950,-5.2239,92.9187,82.9380,83.3107,79.5275,96.7903,
9.6667,-1.7768,-5.3929,92.8609,82.8722,83.0944,79.4454,96.6871,
9.6750,-1.7594,-5.5608,92.7921,82.8029,82.8841,79.3658,96.5909,
9.6833,-1.7421,-5.7257,92.7140,82.7276,82.6790,79.2895,96.5013,
9.6917,-1.7247,-5.8836,92.6282,82.6457,82.4794,79.2171,96.4172,
9.7000,-1.7073,-6.0287,92.5356,82.5594,82.2858,79.1484,96.3374,
9.7083,-1.6900,-6.1552,92.4375,82.4757,82.0985,79.0828,96.2604,
9.7167,-1.6728,-6.2607,92.3347,82.4031,81.9177,79.0197,96.1838,
9.7250,-1.6547,-6.3478,92.2286,82.3491,81.7433,78.9601,96.1055,
9.7333,-1.6343,-6.4203,92.1198,82.3172,81.5749,78.9054,96.0232,
9.7417,-1.6109,-6.4799,92.0084,82.3081,81.4123,78.8575,95.9355,
9.7500,-1.5852,-6.5235,91.8940,82.3192,81.2555,78.8181,95.8422,
9.7583,-1.5591,-6.5445,91.7760,82.3475,81.1046,78.7886,95.7431,
9.7667,-1.5338,-6.5361,91.6538,82.3900,80.9600,78.7699,95.6389,
9.7750,-1.5088,-6.4975,91.5270,82.4442,80.8217,78.7624,95.5298,
9.7833,-1.4824,-6.4389,91.3953,82.5053,80.6895,78.7670,95.4165,
9.7917,-1.4520,-6.3822,91.2586,82.5669,80.5630,78.7844,95.2991,
9.8000,-1.4158,-6.3496,91.1159,82.6244,80.4419,78.8147,95.1777,
9.8083,-1.3727,-6.3531,90.9653,82.6770,80.3258,78.8567,95.0525,
