time,Rfoot,Lfoot,Rshank,Lshank,Rthigh,Lthigh,trunk,hipx, 
0.9667,180.0000,180.0000,180.0000,180.0000,-129.2650,-129.6010,53.0287,-9.9308,
0.9750,180.0000,180.0000,180.0000,180.0000,-129.2681,-129.6020,53.0250,-9.9308,
0.9833,180.0000,180.0000,180.0000,180.0000,-129.2703,-129.6029,53.0213,-9.9308,
0.9917,180.0000,180.0000,180.0000,180.0000,-129.2718,-129.6036,53.0176,-9.9308,
1.0000,180.0000,180.0000,180.0000,180.0000,-129.2729,-129.6039,53.0138,-9.9308,
1.0083,180.0000,180.0000,180.0000,180.0000,-129.2740,-129.6039,53.0101,-9.9308,
1.0167,180.0000,180.0000,180.0000,180.0000,-129.2752,-129.6032,53.0063,-9.9308,
1.0250,180.0000,180.0000,180.0000,180.0000,-129.2765,-129.6021,53.0027,-9.9308,
1.0333,180.0000,180.0000,180.0000,180.0000,-129.2772,-129.6005,52.9992,-9.9309,
1.0417,180.0000,180.0000,180.0000,180.0000,-129.2767,-129.5985,52.9957,-9.9309,
1.0500,180.0000,180.0000,180.0000,180.0000,-129.2746,-129.5962,52.9923,-9.9309,
1.0583,49.3218,180.0000,84.4462,180.0000,-129.2709,-129.5939,52.9890,-9.9309,
1.0667,49.3221,180.0000,85.4040,180.0000,-129.2655,-129.5916,52.9856,-9.9309,
1.0750,49.3047,180.0000,86.5255,180.0000,-129.2590,-129.5895,52.9823,-9.9309,
1.0833,49.2808,180.0000,87.7037,180.0000,-129.2517,-129.5876,52.9790,-9.9309,
1.0917,49.2575,180.0000,88.8546,180.0000,-129.2442,-129.5861,52.9757,-9.9309,
1.1000,49.2383,180.0000,89.9216,180.0000,-129.2370,-129.5850,52.9726,-9.9309,
1.1083,49.2242,180.0000,90.8696,180.0000,-129.2306,-129.5842,52.9695,-9.9310,
1.1167,49.2151,180.0000,91.6803,180.0000,-129.2252,-129.5837,52.9666,-9.9310,
1.1250,49.2103,180.0000,92.3499,180.0000,-129.2211,-129.5835,52.9637,-9.9310,
1.1333,49.2089,180.0000,92.8854,180.0000,92.3913,93.6271,86.5070,-1.5091,
1.1417,49.2102,180.0000,93.3008,180.0000,92.2038,93.6259,86.4662,-1.5089,
1.1500,49.2141,180.0000,93.6126,180.0000,92.0488,93.6206,86.4414,-1.5086,
1.1583,49.2210,180.0000,93.8355,180.0000,91.9230,93.6106,86.4315,-1.5082,
1.1667,49.2326,180.0000,93.9786,180.0000,91.8203,93.5959,86.4357,-1.5079,
1.1750,49.2518,180.0000,94.0411,180.0000,91.7330,93.5776,86.4538,-1.5076,
1.1833,49.2839,180.0000,94.0052,180.0000,91.6526,93.5574,86.4852,-1.5072,
1.1917,49.3371,180.0000,93.8225,180.0000,91.5706,93.5378,86.5299,-1.5069,
1.2000,49.4259,180.0000,93.3814,180.0000,91.4785,93.5214,86.5882,-1.5066,
1.2083,49.5774,180.0000,92.4448,180.0000,91.3697,93.5119,86.6603,-1.5063,
1.2167,49.8278,180.0000,90.7347,180.0000,91.2410,93.5131,86.7460,-1.5060,
1.2250,50.1039,180.0000,89.1768,180.0000,91.0949,93.5272,86.8445,-1.5057,
1.2333,50.2289,180.0000,89.3745,180.0000,90.9388,93.5544,86.9554,-1.5053,
1.2417,50.2654,180.0000,90.1786,180.0000,90.7839,93.5931,87.0783,-1.5050,
1.2500,50.2828,180.0000,90.7847,180.0000,90.6433,93.6422,87.2117,-1.5047,
1.2583,50.2944,180.0000,91.1218,180.0000,90.5304,93.7015,87.3534,-1.5043,
1.2667,50.3018,180.0000,91.2388,180.0000,90.4565,93.7713,87.4997,-1.5038,
1.2750,50.3057,180.0000,91.1836,180.0000,90.4281,93.8515,87.6464,-1.5034,
1.2833,50.3071,180.0000,90.9968,180.0000,90.4460,93.9408,87.7894,-1.5029,
1.2917,50.3070,180.0000,90.7130,180.0000,90.5056,94.0360,87.9249,-1.5025,
1.3000,50.3062,180.0000,90.3624,180.0000,90.5993,94.1317,88.0502,-1.5020,
1.3083,50.3052,180.0000,89.9684,180.0000,90.7184,94.2208,88.1642,-1.5015,
1.3167,50.3043,180.0000,89.5483,180.0000,90.8546,94.2948,88.2673,-1.5010,
1.3250,50.3034,180.0000,89.1139,180.0000,91.0000,94.3454,88.3609,-1.5005,
1.3333,50.3027,180.0000,88.6746,180.0000,91.1474,94.3653,88.4472,-1.4999,
1.3417,50.3019,180.0000,88.2395,180.0000,91.2886,94.3498,88.5292,-1.4994,
1.3500,50.3010,180.0000,87.8187,180.0000,91.4153,94.2986,88.6093,-1.4988,
1.3583,50.3002,180.0000,87.4232,180.0000,91.5188,94.2154,88.6896,-1.4982,
1.3667,50.2994,180.0000,87.0637,180.0000,91.5923,94.1083,88.7706,-1.4977,
1.3750,50.2988,180.0000,86.7485,180.0000,91.6319,93.9890,88.8514,-1.4971,
1.3833,50.2987,180.0000,86.4818,180.0000,91.6382,93.8708,88.9305,-1.4967,
1.3917,50.2992,180.0000,86.2618,180.0000,91.6155,93.7658,89.0071,-1.4963,
1.4000,50.3006,180.0000,86.0815,180.0000,91.5714,93.6817,89.0815,-1.4960,
1.4083,50.3032,180.0000,85.9299,180.0000,91.5147,93.6208,89.1551,-1.4958,
1.4167,50.3072,180.0000,85.7944,180.0000,91.4545,93.5815,89.2299,-1.4957,
1.4250,50.3126,180.0000,85.6622,180.0000,91.3987,93.5601,89.3074,-1.4956,
1.4333,50.3191,180.0000,85.5214,180.0000,91.3529,93.5534,89.3884,-1.4956,
1.4417,50.3260,180.0000,85.3628,180.0000,91.3202,93.5592,89.4721,-1.4955,
1.4500,50.3325,180.0000,85.1810,180.0000,91.3018,93.5763,89.5565,-1.4955,
1.4583,50.3379,180.0000,84.9744,180.0000,91.2974,93.6036,89.6384,-1.4955,
1.4667,50.3419,180.0000,84.7449,180.0000,91.3055,93.6391,89.7149,-1.4956,
1.4750,50.3444,180.0000,84.4964,180.0000,91.3243,93.6798,89.7837,-1.4956,
1.4833,50.3456,180.0000,84.2339,180.0000,91.3513,93.7217,89.8437,-1.4957,
1.4917,50.3460,180.0000,83.9627,180.0000,91.3843,93.7608,89.8947,-1.4958,
1.5000,50.3459,180.0000,83.6874,180.0000,91.4216,93.7941,89.9367,-1.4959,
1.5083,50.3455,180.0000,83.4119,180.0000,91.4617,93.8195,89.9698,-1.4961,
1.5167,50.3450,180.0000,83.1391,180.0000,91.5036,93.8363,89.9946,-1.4963,
1.5250,50.3446,180.0000,82.8711,180.0000,91.5466,93.8440,90.0128,-1.4965,
1.5333,50.3441,180.0000,82.6090,180.0000,91.5903,93.8429,90.0266,-1.4967,
1.5417,50.3437,180.0000,82.3533,180.0000,91.6349,93.8339,90.0388,-1.4969,
1.5500,50.3433,180.0000,82.1041,180.0000,91.6807,93.8197,90.0511,-1.4972,
1.5583,50.3429,180.0000,81.8610,180.0000,91.7282,93.8044,90.0636,-1.4974,
1.5667,50.3424,180.0000,81.6239,180.0000,91.7782,93.7925,90.0750,-1.4977,
1.5750,50.3419,180.0000,81.3929,180.0000,91.8312,93.7883,90.0826,-1.4981,
1.5833,50.3414,180.0000,81.1685,180.0000,91.8875,93.7955,90.0831,-1.4985,
1.5917,50.3408,180.0000,80.9521,180.0000,91.9467,93.8172,90.0736,-1.4989,
1.6000,50.3402,180.0000,80.7460,180.0000,92.0078,93.8548,90.0519,-1.4995,
1.6083,50.3394,180.0000,80.5534,180.0000,92.0691,93.9077,90.0173,-1.5001,
1.6167,50.3386,180.0000,80.3788,180.0000,92.1279,93.9719,89.9711,-1.5008,
1.6250,50.3377,180.0000,80.2280,180.0000,92.1801,94.0402,89.9168,-1.5015,
1.6333,50.3367,180.0000,80.1083,180.0000,92.2207,94.1043,89.8585,-1.5022,
1.6417,50.3356,180.0000,80.0271,180.0000,92.2441,94.1579,89.7993,-1.5029,
1.6500,50.3344,180.0000,79.9916,180.0000,92.2450,94.1980,89.7405,-1.5036,
1.6583,50.3332,180.0000,80.0061,180.0000,92.2200,94.2243,89.6818,-1.5042,
1.6667,50.3319,180.0000,80.0694,180.0000,92.1697,94.2391,89.6223,-1.5048,
1.6750,50.3306,180.0000,80.1722,180.0000,92.1006,94.2457,89.5608,-1.5054,
1.6833,50.3294,180.0000,80.3005,180.0000,92.0228,94.2477,89.4964,-1.5060,
1.6917,50.3283,180.0000,80.4416,180.0000,91.9448,94.2473,89.4291,-1.5066,
1.7000,50.3274,180.0000,80.5891,180.0000,91.8709,94.2445,89.3601,-1.5071,
1.7083,50.3266,180.0000,80.7420,180.0000,91.8018,94.2369,89.2914,-1.5076,
1.7167,50.3258,180.0000,80.9027,180.0000,91.7366,94.2204,89.2255,-1.5081,
1.7250,50.3251,180.0000,81.0733,180.0000,91.6736,94.1901,89.1654,-1.5085,
1.7333,50.3242,180.0000,81.2549,180.0000,91.6110,94.1420,89.1133,-1.5089,
1.7417,50.3233,180.0000,81.4478,180.0000,91.5473,94.0759,89.0696,-1.5091,
1.7500,50.3222,180.0000,81.6511,180.0000,91.4820,93.9977,89.0311,-1.5093,
1.7583,50.3209,180.0000,81.8621,180.0000,91.4164,93.9192,88.9917,-1.5095,
1.7667,50.3193,180.0000,82.0762,180.0000,91.3533,93.8539,88.9446,-1.5097,
1.7750,50.3174,180.0000,82.2874,180.0000,91.2956,93.8115,88.8857,-1.5101,
1.7833,50.3151,180.0000,82.4896,180.0000,91.2461,93.7958,88.8146,-1.5105,
1.7917,50.3123,180.0000,82.6782,180.0000,91.2068,93.8058,88.7339,-1.5110,
1.8000,50.3090,180.0000,82.8515,180.0000,91.1783,93.8376,88.6475,-1.5115,
1.8083,50.3051,180.0000,83.0097,180.0000,91.1605,93.8861,88.5591,-1.5121,
1.8167,50.3006,180.0000,83.1538,180.0000,91.1529,93.9456,88.4720,-1.5126,
1.8250,50.2955,180.0000,83.2844,180.0000,91.1558,94.0103,88.3877,-1.5131,
1.8333,50.2897,180.0000,83.4025,180.0000,91.1709,94.0743,88.3063,-1.5136,
1.8417,50.2831,180.0000,83.5096,180.0000,91.2004,94.1320,88.2269,-1.5140,
1.8500,50.2757,180.0000,83.6065,180.0000,91.2455,94.1785,88.1494,-1.5144,
1.8583,50.2674,180.0000,83.6932,180.0000,91.3067,94.2110,88.0738,-1.5148,
1.8667,50.2580,180.0000,83.7692,180.0000,91.3858,94.2290,87.9993,-1.5152,
1.8750,50.2474,180.0000,83.8331,180.0000,91.4872,94.2349,87.9232,-1.5155,
1.8833,50.2354,180.0000,83.8837,180.0000,91.6172,94.2323,87.8417,-1.5159,
1.8917,50.2220,180.0000,83.9196,180.0000,91.7824,94.2251,87.7514,-1.5162,
1.9000,50.2069,180.0000,83.9396,180.0000,91.9879,94.2168,87.6505,-1.5167,
1.9083,50.1898,180.0000,83.9453,180.0000,92.2359,94.2099,87.5390,-1.5172,
1.9167,50.1700,180.0000,83.9445,180.0000,92.5246,94.2053,87.4178,-1.5177,
1.9250,50.1467,180.0000,83.9547,180.0000,92.8461,94.2031,87.2884,-1.5183,
1.9333,50.1193,180.0000,84.0020,180.0000,93.1862,94.2033,87.1522,-1.5189,
1.9417,50.0872,180.0000,84.1152,180.0000,93.5274,94.2063,87.0105,-1.5195,
1.9500,50.0500,180.0000,84.3172,180.0000,93.8543,94.2134,86.8647,-1.5201,
1.9583,50.0075,180.0000,84.6184,180.0000,94.1576,94.2262,86.7161,-1.5207,
1.9667,49.9596,180.0000,85.0189,180.0000,94.4334,94.2458,86.5655,-1.5213,
1.9750,49.9064,180.0000,85.5124,180.0000,94.6807,94.2716,86.4140,-1.5219,
1.9833,49.8479,180.0000,86.0875,180.0000,94.9004,94.3011,86.2624,-1.5225,
1.9917,49.7848,180.0000,86.7247,180.0000,95.0935,94.3315,86.1117,-1.5231,
2.0000,49.7182,180.0000,87.3988,180.0000,95.2611,94.3609,85.9623,-1.5237,
2.0083,49.6496,180.0000,88.0802,180.0000,95.4040,94.3895,85.8150,-1.5243,
2.0167,49.5815,180.0000,88.7345,180.0000,95.5230,94.4180,85.6704,-1.5248,
2.0250,49.5165,180.0000,89.3302,180.0000,95.6188,94.4466,85.5287,-1.5253,
2.0333,49.4562,180.0000,89.8487,180.0000,95.6917,94.4741,85.3903,-1.5258,
2.0417,49.4011,180.0000,90.2811,180.0000,95.7422,94.4983,85.2555,-1.5263,
2.0500,49.3514,180.0000,90.6172,180.0000,95.7710,94.5166,85.1249,-1.5267,
2.0583,49.3077,180.0000,90.8359,180.0000,95.7790,94.5259,84.9986,-1.5272,
2.0667,49.2718,180.0000,90.9085,180.0000,95.7675,94.5239,84.8767,-1.5275,
2.0750,49.2457,180.0000,90.8162,180.0000,95.7380,94.5096,84.7595,-1.5279,
2.0833,49.2297,180.0000,90.5720,180.0000,95.6914,94.4833,84.6470,-1.5282,
2.0917,49.2217,180.0000,90.2286,180.0000,95.6276,94.4465,84.5392,-1.5285,
2.1000,49.2185,180.0000,89.8657,180.0000,95.5441,94.4012,84.4360,-1.5288,
2.1083,49.2171,180.0000,89.5617,180.0000,95.4373,94.3499,84.3371,-1.5290,
2.1167,49.2161,180.0000,89.3621,180.0000,95.3060,94.2956,84.2426,-1.5292,
2.1250,49.2149,180.0000,89.2725,180.0000,95.1524,94.2412,84.1528,-1.5294,
2.1333,49.2133,180.0000,89.2726,180.0000,94.9813,94.1899,84.0681,-1.5295,
2.1417,49.2115,180.0000,89.3338,180.0000,94.7978,94.1450,83.9890,-1.5297,
2.1500,49.2094,180.0000,89.4306,180.0000,94.6064,94.1106,83.9155,-1.5298,
2.1583,49.2073,180.0000,89.5455,180.0000,94.4104,94.0909,83.8479,-1.5299,
